,url,date,title
30,https://www.pngbusinessnews.com/articles/2023/6/green-finance-policy-to-address-economic-impacts-of-climate-change-enhance-png-s-carbon-neutrality,2023-06-19,"Green Finance Policy to address economic impacts of climate change, enhance PNG's carbon neutrality"
31,https://www.pngbusinessnews.com/articles/2023/6/bank-of-china-sets-up-representative-office-in-png,2023-06-19,Bank of China sets up representative office in PNG
32,https://www.pngbusinessnews.com/articles/2023/6/peuna-png-a-young-company-with-deep-roots-in-papua-new-guinea,2023-06-19,Peuna PNG: A Young Company with Deep Roots in Papua New Guinea
33,https://www.pngbusinessnews.com/articles/2023/6/minister-maru-happy-with-the-outcome-of-the-second-commonwealth-trade-ministers-meeting,2023-06-15,Minister Maru Happy with the Outcome of the Second Commonwealth Trade Ministers Meeting 
34,https://www.pngbusinessnews.com/articles/2023/6/png-to-focus-on-trade-and-investment-with-uk,2023-06-15,PNG to Focus on Trade and Investment With UK
35,https://www.pngbusinessnews.com/articles/2023/6/pm-marape-provides-update-on-banking-sector-says-space-available-for-more-commercial-banks,2023-06-15,PM MARAPE PROVIDES UPDATE ON BANKING SECTOR; SAYS SPACE AVAILABLE FOR MORE COMMERCIAL BANKS
36,https://www.pngbusinessnews.com/articles/2023/6/pm-marape-announces-disclosure-of-relavant-information-regarding-gold-refinery,2023-06-15,PM Marape announces disclosure of ‘relavant information’ regarding gold refinery
37,https://www.pngbusinessnews.com/articles/2023/6/pm-marape-highlights-significance-of-ship-rider-agreement-in-strengthening-png-s-maritime-border,2023-06-15,PM Marape highlights significance of Ship Rider Agreement in strengthening PNG’s maritime border
38,https://www.pngbusinessnews.com/articles/2023/6/mr-meriba-tulo-joins-png-chamber-of-mines-and-petroleum-communications-and-pr-manager,2023-06-14, Mr. Meriba Tulo joins PNG Chamber of Mines and Petroleum Communications and PR Manager
39,https://www.pngbusinessnews.com/articles/2023/6/porgera-gold-mine-restart-new-sml-application-lodged,2023-06-14,Porgera Gold Mine Restart: New SML Application Lodged
40,https://www.pngbusinessnews.com/articles/2023/6/pita-business-expo-redefines-digitalisation-enterprise-networking-in-png,2023-06-10,"PITA Business Expo Redefines Digitalisation, Enterprise Networking in PNG"
41,https://www.pngbusinessnews.com/articles/2023/6/usaid-pep-foresees-k14-billion-investment-potential-in-png-s-energy-sector,2023-06-10,USAID-PEP Foresees K14-Billion Investment Potential in PNG's Energy Sector
42,https://www.pngbusinessnews.com/articles/2023/6/japan-s-jx-nippon-expands-investment-in-papua-new-guinea-s-lng-sector,2023-06-10,Japan's JX Nippon Expands Investment in Papua New Guinea's LNG Sector
43,https://www.pngbusinessnews.com/articles/2023/6/delnet-25-years-of-providing-seamless-connectivity,2023-06-10,Delnet: 25 Years of Providing Seamless Connectivity
44,https://www.pngbusinessnews.com/articles/2023/6/papua-lng-project-submits-its-petroleum-license-applications,2023-06-10,Papua LNG Project Submits its Petroleum License Applications
45,https://www.pngbusinessnews.com/articles/2023/6/workshop-promotes-harnessing-of-domestic-tourism-data,2023-06-10,Workshop Promotes Harnessing of Domestic Tourism Data
46,https://www.pngbusinessnews.com/articles/2023/6/k92-mining-project-moa-parties-successfully-conclude-consultative-meeting,2023-06-10,K92 Mining Project MoA parties successfully conclude consultative meeting
47,https://www.pngbusinessnews.com/articles/2023/6/launch-of-the-inclusive-green-finance-policy-in-papua-new-guinea,2023-06-10,LAUNCH OF THE INCLUSIVE GREEN FINANCE POLICY IN PAPUA NEW GUINEA
48,https://www.pngbusinessnews.com/articles/2023/6/indonesian-president-joko-widodo-to-visit-png,2023-06-10,Indonesian President Joko Widodo to visit PNG
49,https://www.pngbusinessnews.com/articles/2023/6/pm-marape-invites-france-president-emmanuel-macron-to-visit-png,2023-06-10,PM Marape invites France President Emmanuel Macron to visit PNG
50,https://www.pngbusinessnews.com/articles/2023/6/pm-marape-connect-png-transforming-papua-new-guinea,2023-06-10,PM Marape: ‘Connect PNG’ transforming Papua New Guinea
51,https://www.pngbusinessnews.com/articles/2023/6/air-niugini-becomes-new-dreamliner-customer-finalizing-order-for-two-boeing-787-8s,2023-06-10,"Air Niugini Becomes New Dreamliner Customer, Finalizing Order for Two Boeing 787-8s"
52,https://www.pngbusinessnews.com/articles/2023/6/pacific-industries-celebrates-70-years,2023-06-10,Pacific Industries Celebrates 70 Years
53,https://www.pngbusinessnews.com/articles/2023/6/port-moresby-chamber-of-commerce-and-industry-holds-breakfast-meeting-with-national-energy-authority-usaid-pep,2023-06-06,"Port Moresby Chamber of Commerce and Industry Holds Breakfast Meeting with National Energy Authority, USAID PEP"
54,https://www.pngbusinessnews.com/articles/2023/6/innovative-agro-industries-ltd-pushes-for-sustainability-in-agriculture,2023-06-06,Innovative Agro Industries Ltd Pushes for Sustainability in Agriculture
55,https://www.pngbusinessnews.com/articles/2023/6/fueling-progress-sgs-ignites-growth-in-papua-new-guinea-energy-industry,2023-06-06,Fueling Progress: SGS Ignites Growth in Papua New Guinea Energy Industry
56,https://www.pngbusinessnews.com/articles/2023/6/redback-drilling-tools-highlights-papua-new-guinea-operations,2023-06-06,Redback Drilling Tools Highlights Papua New Guinea Operations
57,https://www.pngbusinessnews.com/articles/2023/6/png-pm-marape-participates-in-pif-leaders-breakfast-caucas,2023-06-05,PNG PM Marape Participates in PIF Leaders Breakfast Caucas
58,https://www.pngbusinessnews.com/articles/2023/6/adb-helps-launch-vocational-education-project-in-png,2023-06-05,ADB Helps Launch Vocational Education Project in PNG
59,https://www.pngbusinessnews.com/articles/2023/6/png-forges-an-innovation-fueled-partnership-with-south-korea-in-digital-transformation,2023-06-05,PNG Forges an Innovation-fueled Partnership with South Korea in Digital Transformation
60,https://www.pngbusinessnews.com/articles/2023/6/pm-marape-meets-korean-president-yoon-suk-yeol,2023-06-05,PM Marape meets Korean President Yoon Suk Yeol
61,https://www.pngbusinessnews.com/articles/2023/6/pm-marape-signs-visa-waiver-agreements-with-republic-of-korea,2023-06-05,PM Marape signs visa waiver agreements with Republic of Korea
62,https://www.pngbusinessnews.com/articles/2023/6/pm-marape-holds-bilateral-with-australia-on-margins-of-korea-pacific-islands-summit,2023-06-05,PM Marape holds bilateral with Australia on margins of Korea-Pacific Islands Summit
63,https://www.pngbusinessnews.com/articles/2023/6/minister-maru-discusses-broad-trade-and-investment-framework-with-korean-minister,2023-06-05,Minister Maru Discusses Broad Trade and Investment Framework with Korean Minister
64,https://www.pngbusinessnews.com/articles/2023/6/steamships-establishes-portside-business-park,2023-06-03,STEAMSHIPS ESTABLISHES PORTSIDE BUSINESS PARK
65,https://www.pngbusinessnews.com/articles/2023/6/enzo-s-pizza-servicing-manu-auto-port,2023-06-03,ENZO’s Pizza Servicing Manu Auto Port
66,https://www.pngbusinessnews.com/articles/2023/5/strengthening-bilateral-trade-indian-high-commissioner-calls-for-diversification-with-png,2023-05-31,Strengthening Bilateral Trade: Indian High Commissioner Calls for Diversification with PNG
67,https://www.pngbusinessnews.com/articles/2023/5/commissioner-general-sam-koim-urges-thoughtful-implementation-of-special-economic-zones,2023-05-31,Commissioner General Sam Koim Urges Thoughtful Implementation of Special Economic Zones
68,https://www.pngbusinessnews.com/articles/2023/5/thirteen-tb-deaths-every-day-of-the-year-a-persistent-crisis-in-papua-new-guinea,2023-05-31,"""Thirteen TB Deaths Every Day of the Year: A Persistent Crisis in Papua New Guinea"""
69,https://www.pngbusinessnews.com/articles/2023/5/government-to-give-special-incentives-to-downstream-players-in-agriculture-forestry-fisheries,2023-05-29,"Government to give ‘special incentives’ to downstream players in agriculture, forestry, fisheries"
70,https://www.pngbusinessnews.com/articles/2023/5/png-s-national-airline-air-niugini-meets-with-palau-president,2023-05-28,PNG's National Airline Air Niugini meets with Palau President
71,https://www.pngbusinessnews.com/articles/2023/5/png-government-secures-60-percent-in-wafi-golpu-mine-project,2023-05-28,PNG Government Secures 60 Percent in Wafi-Golpu Mine Project
72,https://www.pngbusinessnews.com/articles/2023/10/k92-mining-announces-q3-production-results-with-multiple-mill-throughput-records-and-first-ore-mined-from-the-twin-incline-area-2-months-earlier-than-expected,2023-10-16,K92 Mining Announces Q3 Production Results With Multiple Mill Throughput Records and First Ore Mined From the Twin Incline Area 2 Months Earlier Than Expected
73,https://www.pngbusinessnews.com/articles/2023/10/bougainville-coastal-waters-survey-launched,2023-10-16,Bougainville Coastal Waters Survey Launched
74,https://www.pngbusinessnews.com/articles/2023/10/president-toroama-counters-disinformation-regarding-mining-act-amendments,2023-10-16,President Toroama counters disinformation regarding Mining Act Amendments
75,https://www.pngbusinessnews.com/articles/2023/10/manetai-limestone-project-progresses-towards-drilling,2023-10-16,Manetai Limestone Project progresses towards drilling
76,https://www.pngbusinessnews.com/articles/2023/10/prime-minister-hon-james-marape-celebrates-historic-agreements-for-reopening-porgera-gold-mine,2023-10-16,Prime Minister Hon. James Marape Celebrates Historic Agreements for Reopening Porgera Gold Mine
77,https://www.pngbusinessnews.com/articles/2023/10/pm-marape-welcomes-new-ambassador-of-finland-invites-finnish-businesses-to-capitalise-on-png-links-to-the-flourishing-markets-of-asia,2023-10-16,PM MARAPE WELCOMES NEW AMBASSADOR OF FINLAND; INVITES FINNISH BUSINESSES TO CAPITALISE ON PNG LINKS TO THE FLOURISHING MARKETS OF ASIA
78,https://www.pngbusinessnews.com/articles/2023/10/png-china-joint-feasibility-study-for-a-possible-free-trade-agreement-commences,2023-10-16,PNG-China Joint Feasibility Study for a Possible Free Trade Agreement Commences
79,https://www.pngbusinessnews.com/articles/2023/10/port-moresby-guangzhou-direct-flight-in-the-works,2023-10-16,Port Moresby-Guangzhou Direct Flights in the Works
80,https://www.pngbusinessnews.com/articles/2023/10/png-asia-investment-conference-to-promote-investment-engagement-with-asia,2023-10-12,PNG Asia Investment Conference to Promote Investment Engagement with Asia
81,https://www.pngbusinessnews.com/articles/2023/10/otml-commences-awareness-meetings-with-its-stakeholders-in-preparation-for-the-2024-cmca-review,2023-10-11,OTML commences awareness meetings with its stakeholders in preparation for  the 2024 CMCA Review
82,https://www.pngbusinessnews.com/articles/2023/10/bank-of-papua-new-guinea-presents-september-2023-monetary-policy-statement-at-pomcci-breakfast-meeting,2023-10-09,Bank of Papua New Guinea Presents September 2023 Monetary Policy Statement at POMCCI Breakfast Meeting
83,https://www.pngbusinessnews.com/articles/2023/10/png-s-economic-outlook-improving-but-challenges-remain-adb,2023-10-09,PNG’s Economic Outlook Improving but Challenges Remain — ADB
84,https://www.pngbusinessnews.com/articles/2023/10/east-asia-and-pacific-sustained-growth-momentum-slowing,2023-10-09,"East Asia and Pacific: Sustained Growth, Momentum Slowing"
85,https://www.pngbusinessnews.com/articles/2023/10/adb-provides-additional-support-to-help-png-achieve-universal-health-coverage,2023-10-09,ADB Provides Additional Support to Help PNG Achieve Universal Health Coverage
86,https://www.pngbusinessnews.com/articles/2023/10/bougainville-launches-key-planning-blueprints,2023-10-09,Bougainville launches key planning blueprints
87,https://www.pngbusinessnews.com/articles/2023/10/wibf-is-an-opportunity-to-promote-png-as-a-tourism-destination-minister-maru,2023-10-09,WIBF is an Opportunity to promote PNG as a Tourism Destination: Minister Maru
88,https://www.pngbusinessnews.com/articles/2023/10/securities-commission-of-papua-new-guinea-approves-newmont-newcrest-merger,2023-10-09,Securities Commission of Papua New Guinea Approves Newmont-Newcrest Merger
89,https://www.pngbusinessnews.com/articles/2023/10/prime-minister-marape-praises-infrastructure-investments-to-boost-connectivity,2023-10-09,Prime Minister Marape praises infrastructure investments to boost connectivity
90,https://www.pngbusinessnews.com/articles/2023/10/prime-minister-marape-inaugurates-the-k794-million-nadzab-tomodachi-international-airport,2023-10-09,Prime Minister Marape inaugurates the K794 million Nadzab Tomodachi International Airport
91,https://www.pngbusinessnews.com/articles/2023/10/key-milestones-achieved-at-central-lime-project,2023-10-09,Key Milestones Achieved at Central Lime Project
92,https://www.pngbusinessnews.com/articles/2023/10/pathway-formed-for-cocoa-development-in-central-province,2023-10-09,Pathway Formed for Cocoa Development in Central Province
93,https://www.pngbusinessnews.com/articles/2023/10/otml-supports-upng-geosciences-open-day,2023-10-06,OTML Supports UPNG Geosciences Open Day
94,https://www.pngbusinessnews.com/articles/2023/10/wan-png-s-at-canconex-fostering-connections-and-inspiring-progress,2023-10-05,Wan PNG's at CANCONEX: Fostering Connections and Inspiring Progress
95,https://www.pngbusinessnews.com/articles/2023/10/papua-new-guinea-s-push-for-technological-and-financial-strength-in-international-trade,2023-10-02,Papua New Guinea's Push for Technological and Financial Strength in International Trade
96,https://www.pngbusinessnews.com/articles/2023/8/lessons-from-closure-to-headline-canconex-2023,2023-08-14,LESSONS FROM CLOSURE TO HEADLINE CANCONEX 2023
97,https://www.pngbusinessnews.com/articles/2023/8/prime-minister-marape-applauds-usaid-office-launch-strengthening-bilateral-bonds-with-usa,2023-08-14,"Prime Minister Marape Applauds USAID Office Launch, Strengthening Bilateral Bonds With USA"
98,https://www.pngbusinessnews.com/articles/2023/8/prime-minister-marape-applauds-upcoming-edevu-hydropower-project-operations,2023-08-11,Prime Minister Marape applauds upcoming Edevu Hydropower Project operations
99,https://www.pngbusinessnews.com/articles/2023/8/pngmphsl-backs-canconex-2023-as-platinum-sponsor,2023-08-09,PNGMPHSL BACKS CANCONEX 2023 AS PLATINUM SPONSOR
100,https://www.pngbusinessnews.com/articles/2023/8/chamber-brings-communications-professionals-together,2023-08-08,CHAMBER BRINGS COMMUNICATIONS PROFESSIONALS TOGETHER
101,https://www.pngbusinessnews.com/articles/2023/8/otml-strengthens-ties-with-mitsubishi-materials-corporation,2023-08-07,OTML STRENGTHENS TIES WITH MITSUBISHI MATERIALS CORPORATION
102,https://www.pngbusinessnews.com/articles/2023/8/fx-turnover-remains-flat-despite-record-bpng-fx-intervention,2023-08-07,FX turnover remains flat despite record BPNG FX Intervention
103,https://www.pngbusinessnews.com/articles/2023/8/upcoming-resource-projects-offer-timely-support-for-png-s-foreign-exchange-fx-markets,2023-08-07,Upcoming Resource Projects Offer Timely Support for PNG’s Foreign Exchange (FX) Markets
104,https://www.pngbusinessnews.com/articles/2023/8/porgera-mine-warden-hearing-successfully-concluded,2023-08-07,PORGERA MINE WARDEN HEARING SUCCESSFULLY CONCLUDED
105,https://www.pngbusinessnews.com/articles/2023/8/k250-million-interim-dividend-from-kumul-petroleum,2023-08-07,K250 million interim dividend from Kumul Petroleum
106,https://www.pngbusinessnews.com/articles/2023/8/barrick-readies-porgera-for-restart,2023-08-07,Barrick Readies Porgera for Restart
107,https://www.pngbusinessnews.com/articles/2023/8/adb-forecasts-continued-pandemic-recovery-for-pacific-economies-in-2023-2024,2023-08-07,"ADB Forecasts Continued Pandemic Recovery for Pacific Economies in 2023, 2024"
108,https://www.pngbusinessnews.com/articles/2023/8/adb-appoints-said-zaidansyah-as-papua-new-guinea-country-director,2023-08-07,ADB Appoints Said Zaidansyah as Papua New Guinea Country Director
109,https://www.pngbusinessnews.com/articles/2023/8/iccc-greenlights-newmont-s-acquisition-of-newcrest-mining-ltd,2023-08-07,ICCC Greenlights Newmont's Acquisition of Newcrest Mining Ltd
110,https://www.pngbusinessnews.com/articles/2023/8/state-team-meets-to-commence-joint-venture-negotiations,2023-08-07,State Team Meets to Commence Joint Venture Negotiations
111,https://www.pngbusinessnews.com/articles/2023/8/minister-maru-happy-with-visit-to-china,2023-08-07,Minister Maru Happy with Visit to China
112,https://www.pngbusinessnews.com/articles/2023/8/mrdc-becomes-a-k7-billion-company,2023-08-07,MRDC BECOMES A K7 BILLION COMPANY
113,https://www.pngbusinessnews.com/articles/2023/8/prime-minister-james-marape-welcomes-indian-naval-vessels-strengthens-india-papua-new-guinea-relations,2023-08-07,"Prime Minister James Marape welcomes Indian naval vessels, strengthens India-Papua New Guinea relations"
114,https://www.pngbusinessnews.com/articles/2023/8/mrdc-supports-canconex-2023-as-a-principal-sponsor,2023-08-04,MRDC SUPPORTS CANCONEX 2023 AS A PRINCIPAL SPONSOR
115,https://www.pngbusinessnews.com/articles/2023/8/registrar-of-companies-issues-final-warning-to-business-name-owners-and-reminder-to-companies-to-re-register-or-face-removal,2023-08-03,REGISTRAR OF COMPANIES ISSUES FINAL WARNING TO BUSINESS NAME OWNERS AND REMINDER TO COMPANIES TO RE-REGISTER OR FACE REMOVAL
116,https://www.pngbusinessnews.com/articles/2023/7/ok-tedi-focussed-on-delivering-maximum-return-to-png,2023-07-31,Ok Tedi focussed on delivering maximum return to PNG
117,https://www.pngbusinessnews.com/articles/2023/7/ok-tedi-committed-to-ensuring-sustainable-livelihoods-for-local-communities,2023-07-31,OK TEDI COMMITTED TO ENSURING SUSTAINABLE LIVELIHOODS FOR LOCAL COMMUNITIES
118,https://www.pngbusinessnews.com/articles/2023/7/clarification-for-misleading-article-gold-trader-speaks-out-on-proposed-gold-refinery-bill,2023-07-31,Clarification for Misleading Article 'Gold Trader Speaks Out on Proposed Gold Refinery Bill'
119,https://www.pngbusinessnews.com/articles/2023/7/conservation-of-rainforests-creates-employment-french-president-emmanuel-macron-affirms-during-historic-visit,2023-07-31,Conservation of rainforests creates employment – French President Emmanuel Macron affirms during historic visit
120,https://www.pngbusinessnews.com/articles/2023/10/newcrest-mining-and-national-energy-authority-sign-agreement-for-renewable-energy-in-png,2023-10-02,Newcrest Mining and National Energy Authority Sign Agreement for Renewable Energy in PNG
121,https://www.pngbusinessnews.com/articles/2023/10/exxonmobil-png-supports-hong-kong-conference,2023-10-02,ExxonMobil PNG supports Hong Kong Conference
122,https://www.pngbusinessnews.com/articles/2023/10/k92-mining-announces-us-100-million-senior-secured-loan-and-amended-offtake-agreement-with-trafigura-bolstering-balance-sheet-and-future-metals-payabilities,2023-10-02,"K92 Mining Announces US$100 Million Senior Secured Loan and Amended Offtake Agreement With Trafigura, Bolstering Balance Sheet and Future Metals Payabilities"
123,https://www.pngbusinessnews.com/articles/2023/10/abg-president-attends-pacific-sustainable-infrastructure-conference-in-support-of-bougainville-infrastructure-development-plan,2023-10-02,ABG President attends Pacific Sustainable Infrastructure Conference in support of Bougainville infrastructure development plan
124,https://www.pngbusinessnews.com/articles/2023/10/pm-marape-speaks-for-papua-new-guinea-and-pacific-on-business-and-not-aid-grant,2023-10-02,PM MARAPE SPEAKS FOR PAPUA NEW GUINEA AND PACIFIC ON BUSINESS AND NOT AID/GRANT
125,https://www.pngbusinessnews.com/articles/2023/10/pm-marape-seeks-for-more-action-from-united-states-outside-of-security-arrangements-at-2nd-us-pif-summit,2023-10-02,PM MARAPE SEEKS FOR MORE ACTION FROM UNITED STATES OUTSIDE OF SECURITY ARRANGEMENTS AT 2ND US-PIF SUMMIT
126,https://www.pngbusinessnews.com/articles/2023/10/pm-marape-concludes-fruitful-us-pacific-leaders-summit-expresses-gratitude-to-biden-administration,2023-10-02,PM MARAPE CONCLUDES FRUITFUL US-PACIFIC LEADERS SUMMIT; EXPRESSES GRATITUDE TO BIDEN ADMINISTRATION
127,https://www.pngbusinessnews.com/articles/2023/9/wonye-dobel-project-phase-ii-underway,2023-09-29,Wonye Dobel Project Phase II Underway 
128,https://www.pngbusinessnews.com/articles/2023/9/pm-marape-to-address-inaugural-png-asia-investment-conference-before-embarking-on-state-visit-to-china,2023-09-25,PM Marape to address Inaugural PNG-ASIA Investment Conference before embarking on State visit to China
129,https://www.pngbusinessnews.com/articles/2023/9/president-toroama-announces-cabinet-reshuffle-and-re-directs-development-focus-for-finance-and-mining-ministries,2023-09-25,President Toroama announces cabinet reshuffle and re-directs development focus for Finance and Mining Ministries
130,https://www.pngbusinessnews.com/articles/2023/9/minister-pala-reaffirms-government-s-commitment-to-re-starting-porgera-mine,2023-09-25,MINISTER PALA REAFFIRMS GOVERNMENT’S COMMITMENT TO RE-STARTING PORGERA MINE.
131,https://www.pngbusinessnews.com/articles/2023/9/prime-minister-marape-formally-welcomes-new-british-high-commissioner-to-png,2023-09-25,Prime Minister Marape formally welcomes new British High Commissioner to PNG
132,https://www.pngbusinessnews.com/articles/2023/9/ambassador-jamal-abdulla-al-suwaidi-s-diplomatic-visit-strengthens-united-arab-emirates-papua-new-guinea-relations,2023-09-25,Ambassador Jamal Abdulla Al Suwaidi’s diplomatic visit strengthens United Arab Emirates-Papua New Guinea relations
133,https://www.pngbusinessnews.com/articles/2023/9/otml-board-approves-in-principle-mine-life-extension-to-2050,2023-09-21,OTML Board approves in principle mine life extension to 2050
134,https://www.pngbusinessnews.com/articles/2023/9/world-indigenous-business-forum-a-cost-effective-way-to-promote-png-prime-minister-marape,2023-09-18,World Indigenous Business Forum a Cost-Effective Way to Promote PNG: Prime Minister Marape
135,https://www.pngbusinessnews.com/articles/2023/9/government-announces-its-new-regime-for-oil-and-gas-sector-at-png-petroleum-and-energy-conference,2023-09-18,Government Announces its New Regime for Oil and Gas Sector at PNG Petroleum and Energy Conference
136,https://www.pngbusinessnews.com/articles/2023/9/government-s-bold-step-establishing-the-national-petroleum-authority,2023-09-18,Government's Bold Step: Establishing the National Petroleum Authority
137,https://www.pngbusinessnews.com/articles/2023/9/mr-garry-urges-los-to-think-strategic,2023-09-18,Mr Garry Urges Los To Think Strategic
138,https://www.pngbusinessnews.com/articles/2023/9/chief-secretary-calls-on-staff-to-step-up-to-resolve-bottle-neck-issues-hindering-development-and-service-delivery,2023-09-18,Chief Secretary calls on staff to step up to resolve bottle-neck issues hindering Development and Service Delivery 
139,https://www.pngbusinessnews.com/articles/2023/9/swire-shipping-releases-its-sustainability-report-2022,2023-09-12,Swire Shipping releases its Sustainability Report 2022
140,https://www.pngbusinessnews.com/articles/2023/9/enhancing-mekeo-in-agriculture,2023-09-11,Enhancing Mekeo in Agriculture
141,https://www.pngbusinessnews.com/articles/2023/9/governor-undialu-presents-position-paper-on-porgera-mine-cda,2023-09-11,GOVERNOR UNDIALU PRESENTS POSITION PAPER ON PORGERA MINE CDA
