,title,date,url,news
48,Melanesian Update for 12 October 2023,2023-10-12,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018911019/melanesian-update-for-12-october-2023,False
49,"PNG govt must ask 'where is the money' following conviction of disgraced lawyer, NGO says",2023-10-11,https://www.rnz.co.nz/international/pacific-news/499933/papua-new-guinea-authorities-must-ask-where-is-the-money-following-conviction-of-disgraced-lawyer-anti-corruption-watchdog-says,True
50,James Marape announces plans to hire foreign cops for senior roles,2023-10-11,https://www.rnz.co.nz/international/pacific-news/499910/papua-new-guinea-pm-james-marape-announces-plans-to-hire-foreign-cops-for-top-roles,True
51,PNG inquiry finds most gender and sorcery-based violence goes unreported,2023-10-10,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018910348/png-inquiry-finds-most-gender-and-sorcery-based-violence-goes-unreported,False
52,Melanesian Update for 4 October 2023,2023-10-04,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018909729/melanesian-update-for-4-october-2023,False
53,PNG Minister eager for law changes,2023-10-04,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018909560/png-minister-eager-for-law-changes,False
54,Melanesian Update for 3 October 2023,2023-10-03,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018909568/melanesian-update-for-3-october-2023,False
55,"Marape condemns ""slanderous remarks"" against chief justice",2023-10-03,https://www.rnz.co.nz/international/pacific-news/499304/marape-condemns-slanderous-remarks-against-chief-justice,True
56,Papua New Guinea PM tells US Pacific wants investment not aid,2023-09-29,https://www.rnz.co.nz/international/pacific-news/499020/papua-new-guinea-pm-tells-us-pacific-wants-investment-not-aid,True
57,Melanesian Update for 28 September 2023,2023-09-28,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908935/melanesian-update-for-28-september-2023,False
58,Melanesian Update for 27 September 2023,2023-09-27,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908772/melanesian-update-for-27-september-2023,False
59,Bougainville seeks limit on independence debate,2023-09-26,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018908441/bougainville-seeks-limit-on-independence-debate,False
60,Melanesian Update for 22 September 2023,2023-09-22,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908156/melanesian-update-for-22-september-2023,False
61,"Papua New Guinea needs more education to tackle HIV, tuberculosis – NGO",2023-09-21,https://www.rnz.co.nz/international/pacific-news/498466/papua-new-guinea-needs-more-education-to-tackle-hiv-tuberculosis-ngo,True
62,Aussie pilot convicted for transporting cocaine in PNG plans appeal,2023-09-20,https://www.rnz.co.nz/international/pacific-news/498369/aussie-pilot-convicted-for-transporting-cocaine-in-png-plans-appeal,True
63,Papua New Guineans called on to do more for their country,2023-09-19,https://www.rnz.co.nz/international/pacific-news/498313/papua-new-guineans-called-on-to-do-more-for-their-country,True
64,Melanesian Update for 18 September 2023,2023-09-18,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018907425/melanesian-update-for-18-september-2023,False
65,Campaigners call on PNG govt to act on destructive logging,2023-09-15,https://www.rnz.co.nz/international/pacific-news/498079/campaigners-call-on-png-govt-to-act-on-destructive-logging,True
66,Large scale logging continues in PNG despite Govt opposition,2023-09-15,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018906948/large-scale-logging-continues-in-png-despite-govt-opposition,False
67,Melanesian Update for 14 September 2023,2023-09-14,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906943/melanesian-update-for-14-september-2023,False
68,Businesses near closed PNG mine desperate for help to stay alive,2023-09-14,https://www.rnz.co.nz/international/pacific-news/497971/businesses-near-closed-png-mine-desperate-for-help-to-stay-alive,True
69,Melanesian Update for 11 September 2023,2023-09-11,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906462/melanesian-update-for-11-september-2023,False
70,Melanesian Update for 11 September 2023,2023-09-11,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906467/melanesian-update-for-11-september-2023,False
71,PNG leader Marape says Papua human rights comments were not his,2023-09-11,https://www.rnz.co.nz/international/pacific-news/497747/png-leader-marape-says-papua-human-rights-comments-were-not-his,True
72,Melanesian Update for 8 September 2023,2023-09-08,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906149/melanesian-update-for-8-september-2023,False
73,Marape: PNG no right to comment on abuses in West Papua,2023-09-08,https://www.rnz.co.nz/international/pacific-news/497572/marape-png-no-right-to-comment-on-abuses-in-west-papua,True
74,Palestine furious at PNG Prime Minister opening embassy in Jerusalem,2023-09-08,https://www.rnz.co.nz/international/pacific-news/497525/palestine-furious-at-png-prime-minister-opening-embassy-in-jerusalem,True
75,Doctors caught by PNG election law amendment now able to work again,2023-09-07,https://www.rnz.co.nz/international/pacific-news/497488/doctors-caught-by-png-election-law-amendment-now-able-to-work-again,True
76,PNG expects to gain 'billions' in royalties from Wafi-Golpu gold mining project,2023-09-07,https://www.rnz.co.nz/international/pacific-news/497435/png-expects-to-gain-billions-in-royalties-from-wafi-golpu-gold-mining-project,True
77,Melanesian Update for 6 September 2023,2023-09-06,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905815/melanesian-update-for-6-september-2023,False
78,Melanesian Update for 6 September 2023,2023-09-06,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905818/melanesian-update-for-6-september-2023,False
79,PM James Marape says Israel to fund PNG embassy in the contested city of Jerusalem,2023-09-06,https://www.rnz.co.nz/international/pacific-news/497385/pm-james-marape-says-israel-to-fund-png-embassy-in-the-contested-city-of-jerusalem,True
80,PNG leader promising elite police to control lawlessness,2023-09-02,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018905195/png-leader-promising-elite-police-to-control-lawlessness,False
81,"PNG setting up 'lethal' unit to counter tribal fighting, PM James Marape says",2023-09-01,https://www.rnz.co.nz/international/pacific-news/497068/png-setting-up-lethal-unit-to-counter-tribal-fighting-pm-james-marape-says,True
82,Melanesian Update for 31 August 2023,2023-08-31,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905021/melanesian-update-for-31-august-2023,False
83,PNG opposition seeks Supreme Court review of US defence pact,2023-08-30,https://www.rnz.co.nz/international/pacific-news/496868/png-opposition-seeks-supreme-court-review-of-us-defence-pact,True
84,PNG Prime Minister to open embassy in Jerusalem,2023-08-29,https://www.rnz.co.nz/international/pacific-news/496794/png-prime-minister-to-open-embassy-in-jerusalem,True
85,Melanesian Update for 28 August 2023,2023-08-28,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018904512/melanesian-update-for-28-august-2023,False
86,Melanesian Update for 25 August 2023,2023-08-25,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018904215/melanesian-update-for-25-august-2023,False
87,Melanesian Update for 23 August 2023,2023-08-23,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018903867/melanesian-update-for-23-august-2023,False
88,Indonesia plans to provide power to parts of PNG,2023-08-22,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018903557/indonesia-plans-to-provide-power-to-parts-of-png,False
89,Melanesian Update for 21 August 2023,2023-08-21,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018903550/melanesian-update-for-21-august-2023,False
90,"PNG-Indonesia cooperation will 'uplift communities', PM James Marape says",2023-08-17,https://www.rnz.co.nz/international/pacific-news/496015/png-indonesia-cooperation-will-uplift-communities-pm-james-marape-says,True
91,Melanesian Update for 15 August 2023,2023-08-15,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902773/melanesian-update-for-15-august-2023,False
92,NZDF delivers supplies for volcano-affected Bougainville communities,2023-08-13,https://www.rnz.co.nz/international/pacific-news/495694/nzdf-delivers-supplies-for-volcano-affected-bougainville-communities,True
93,Soft parliamentary diplomacy for more women MPs in the Pacific,2023-08-13,https://www.rnz.co.nz/national/programmes/the-house/audio/2018901895/soft-parliamentary-diplomacy-for-more-women-mps-in-the-pacific,False
94,Melanesian Update for 11 August 2023,2023-08-11,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902313/melanesian-update-for-11-august-2023,False
95,Melanesian Update for 10 August 2023,2023-08-10,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902136/melanesian-update-for-10-august-2023,False
96,Melanesian Update for 9 August 2023,2023-08-09,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901940/melanesian-update-for-9-august-2023,False
97,PNG leader wants action on reducing betel nut and sugar consumption,2023-08-09,https://www.rnz.co.nz/international/pacific-news/495433/png-leader-wants-action-on-reducing-betel-nut-and-sugar-consumption,True
98,Melanesian Update for 8 August 2023,2023-08-08,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901772/melanesian-update-for-8-august-2023,False
99,No let up in PNG's fuel shortage woes,2023-08-05,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018901328/no-let-up-in-png-s-fuel-shortage-woes,False
100,Melanesian Update for 4 August 2023,2023-08-04,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901342/melanesian-update-for-4-august-2023,False
101,Fuel shortages disrupting multiple sectors in Papua New Guinea,2023-08-04,https://www.rnz.co.nz/international/pacific-news/495163/fuel-shortages-disrupting-multiple-sectors-in-papua-new-guinea,True
102,Emergency efforts in progress for those affected by Mt Bagana,2023-08-04,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018901159/emergency-efforts-in-progress-for-those-affected-by-mt-bagana,False
103,Melanesian Update for 3 August 2023,2023-08-03,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901165/melanesian-update-for-3-august-2023,False
104,Currency issues preventing drugs for serious disease being dispensed,2023-08-03,https://www.rnz.co.nz/international/pacific-news/495061/currency-issues-preventing-drugs-for-serious-disease-being-dispensed,True
105,PNG surge in TB cases while importing drugs is tougher,2023-08-03,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018901004/png-surge-in-tb-cases-while-importing-drugs-is-tougher,False
106,Alleged kidnapper of 17 girls in PNG arrested,2023-08-02,https://www.rnz.co.nz/international/pacific-news/494993/alleged-kidnapper-of-17-girls-in-png-arrested,True
107,Melanesian Update for 1 August 2023,2023-08-01,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018900827/melanesian-update-for-1-august-2023,False
108,Melanesian Update for 28 July 2023,2023-07-28,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018900405/melanesian-update-for-28-july-2023,False
109,France's Macron making historic visit to Port Moresby,2023-07-28,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018900231/france-s-macron-making-historic-visit-to-port-moresby,False
110,Melanesian Update for 27 July 2023,2023-07-27,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018900348/melanesian-update-for-27-july-2023,False
111,Former refugee calls for Commission into handling of refugees,2023-07-27,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018900064/former-refugee-calls-for-commission-into-handling-of-refugees,False
112,Melanesian Update for 26 July 2023,2023-07-26,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018900060/melanesian-update-for-26-july-2023,False
113,"Fix 'disagreement' with Puma Energy, PNG police chief instructs central bank",2023-07-26,https://www.rnz.co.nz/international/pacific-news/494534/fix-disagreement-with-puma-energy-png-police-chief-instructs-central-bank,True
114,James Marape appeals to Porgera goldmine communities to 'stop the killings',2023-07-24,https://www.rnz.co.nz/international/pacific-news/494350/james-marape-appeals-to-porgera-goldmine-communities-to-stop-the-killings,True
115,Melanesian Update for 20 July 2023,2023-07-20,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018899294/melanesian-update-for-20-july-2023,False
116,PNG academic pleads for Porgera money not to be wasted,2023-07-20,https://www.rnz.co.nz/international/pacific-news/494074/png-academic-pleads-for-porgera-money-not-to-be-wasted,True
117,Melanesian Update for 19 July 2023,2023-07-19,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018899091/melanesian-update-for-19-july-2023,False
118,Melanesian Update for 18 July 2023,2023-07-18,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018898908/melanesian-update-for-18-july-2023,False
119,Melanesian Update for 17 July 2023,2023-07-17,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018898733/melanesian-update-for-17-july-2023,False
120,Melanesian Update for 13 July 2023,2023-07-13,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018898356/melanesian-update-for-13-july-2023,False
121,Melanesian Update for 12 July 2023,2023-07-12,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018898142/melanesian-update-for-12-july-2023,False
122,PNG set to host inaugural forum to boost investment from Asia,2023-07-12,https://www.rnz.co.nz/international/pacific-news/493590/png-set-to-host-inaugural-forum-to-boost-investment-from-asia,True
123,PNG govt wants mandatory IDs 'to prevent lawlessness' in cities,2023-07-11,https://www.rnz.co.nz/international/pacific-news/493541/png-govt-wants-mandatory-ids-to-prevent-lawlessness-in-cities,True
124,Jakarta to sponsor 2000 PNG students to attend university in Indonesia,2023-07-06,https://www.rnz.co.nz/international/pacific-news/493271/jakarta-to-sponsor-2000-png-students-to-attend-university-in-indonesia,True
125,Jakarta to sponsor 2000 PNG students to attend university in Indonesia,2023-07-06,https://www.rnz.co.nz/international/pacific-news/493270/jakarta-to-sponsor-2000-png-students-to-attend-university-in-indonesia,True
126,Pacific news in brief for July 5,2023-07-05,https://www.rnz.co.nz/international/pacific-news/493222/pacific-news-in-brief-for-july-5,True
127,Tough new PNG police powers won't work - Transparency PNG,2023-07-05,https://www.rnz.co.nz/international/pacific-news/493214/tough-new-png-police-powers-won-t-work-transparency-png,True
128,Fund to help sorcery victims in PNG 'urgently needed',2023-07-05,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018897090/fund-to-help-sorcery-victims-in-png-urgently-needed,False
129,Melanesian Update for 4 July 2023,2023-07-04,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018897086/melanesian-update-for-4-july-2023,False
130,Melanesian Update for 4 July 2023,2023-07-04,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018897089/melanesian-update-for-4-july-2023,False
131,Melanesian Update for 3 Julty 2023,2023-07-03,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018896922/melanesian-update-for-3-julty-2023,False
132,Call to establish fund to help PNG's sorcery victims,2023-06-30,https://www.rnz.co.nz/international/pacific-news/492910/call-to-establish-fund-to-help-png-s-sorcery-victims,True
133,Melanesian Update for 29 June 2023,2023-06-29,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018896472/melanesian-update-for-29-june-2023,False
134,Woman kidnapped in PNG earlier this year speaks out,2023-06-29,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018896309/woman-kidnapped-in-png-earlier-this-year-speaks-out,False
135,Melanesian Update for 28 June 2023,2023-06-28,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018896296/melanesian-update-for-28-june-2023,False
136,Melanesian Update for 27 June 2023,2023-06-27,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018896129/melanesian-update-for-27-june-2023,False
137,Melanesian Update for 27 June 2023,2023-06-27,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018896130/melanesian-update-for-27-june-2023,False
138,Melanesian Update for 26 June 2023,2023-06-26,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018895972/melanesian-update-for-26-june-2023,False
139,Bougainville anger over PNG Government unilateral action,2023-06-24,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018895682/bougainville-anger-over-png-government-unilateral-action,False
140,Melanesian Update for 22 June 2023,2023-06-22,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018895512/melanesian-update-for-22-june-2023,False
141,Melanesian Update for 21 June 2023,2023-06-21,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018895348/melanesian-update-for-21-june-2023,False
142,Academic looks at what US security deals might mean for PNG,2023-06-21,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018895170/academic-looks-at-what-us-security-deals-might-mean-for-png,False
143,Melanesian Update for 20 June 2023,2023-06-20,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018895148/melanesian-update-for-20-june-2023,False
144,PNG police say net is closing in on kidnappers,2023-06-19,https://www.rnz.co.nz/international/pacific-news/492244/png-police-say-net-is-closing-in-on-kidnappers,True
145,Melanesian Update for 16 June 2023,2023-06-16,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018894730/melanesian-update-for-16-june-2023,False
146,‘Nuclear not allowed’: PNG’s Marape backtracks on comments,2023-06-16,https://www.rnz.co.nz/international/pacific-news/492109/nuclear-not-allowed-png-s-marape-backtracks-on-comments,True
147,PNG MPs now being asked to ratify US security deals,2023-06-16,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018894549/png-mps-now-being-asked-to-ratify-us-security-deals,False
148,Melanesian Update for 15 June 2023,2023-06-15,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018894546/melanesian-update-for-15-june-2023,False
149,PNG Minister commits to tabling Bougainville referendum,2023-06-15,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018894401/png-minister-commits-to-tabling-bougainville-referendum,False
150,Melanesian Update for 14 June 2023,2023-06-14,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018894397/melanesian-update-for-14-june-2023,False
151,Melanesian Update for 13 June 2023.,2023-06-13,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018894239/melanesian-update-for-13-june-2023,False
152,Marape supports Japan's nuclear wastewater dump,2023-06-13,https://www.rnz.co.nz/international/pacific-news/491877/marape-supports-japan-s-nuclear-wastewater-dump,True
153,Melanesian Update for 12 June 2023,2023-06-12,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018894068/melanesian-update-for-12-june-2023,False
154,Peter O'Neill charged for giving false evidence in UBS inquiry,2023-06-12,https://www.rnz.co.nz/international/pacific-news/491842/peter-o-neill-charged-for-giving-false-evidence-in-ubs-inquiry,True
155,"Armed gunmen reportedly kidnap several girls from remote PNG village, demand ransom",2023-06-12,https://www.rnz.co.nz/international/pacific-news/491822/armed-gunmen-reportedly-kidnap-several-girls-from-remote-png-village-demand-ransom,True
156,PNG govt plans to 'build new airline',2023-06-12,https://www.rnz.co.nz/international/pacific-news/491823/png-govt-plans-to-build-new-airline,True
157,Melanesian Update for 9 June 2023,2023-06-09,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018893779/melanesian-update-for-9-june-2023,False
158,Melanesian Update for 8 June 2023,2023-06-08,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018893610/melanesian-update-for-8-june-2023,False
159,Australia urged to help refugees experiencing 'life and death' situation in PNG,2023-06-07,https://www.rnz.co.nz/international/pacific-news/491502/australia-urged-to-help-refugees-experiencing-life-and-death-situation-in-png,True
160,Bougainville independence may be on PNG parliament agenda,2023-06-07,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018893277/bougainville-independence-may-be-on-png-parliament-agenda,False
161,Melanesian Update for 6 June 2023,2023-06-06,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018893271/melanesian-update-for-6-june-2023,False
