,url,date,title,news
80,https://vbr.vu/news/main-market-vendors-to-benefit-from-biogas-project/,2022-05-19 22:13:00,Main market vendors to benefit from Biogas project,"By Jason Abel .Food vendors at the Port Vila market house and the Tagabe Fresh Produce market will soon benefit from cheap, clean, renewable cooking fuel to replace LPG gas for cooking.This comes as the Vanuatu Agricultural Supplies (VAS) confirmed that works on installing two Biogas unit systems for the Port Vila market house and the Tagabe Fresh Produce market have already begun.The program is part of a Memorandum of Understanding (MOU) between the Department of Agriculture and the Port Vila City Council (PVCC), with VAS as the implementation partner for the Biogas units at the central markets. There is also an agreement with VAS and the Department of Agriculture for the Biogas Unit at the Tagabe market.VAS’ Business Development officer, Aaron Prendergast, said the cement slab at Tagabe was installed on Tuesday and the slab at the Central market will be installed this week as well. Following this, two HBG4.0 systems will be installed at each site.“For the main market, the intention is to retrofit some bain-marie food heaters to keep hot food for the food vendors in the markets, along with some biogas for cooking purposes, with potential further biogas systems to be added in the future to cater for all of the cooking needs,” Mr. Prendergast explained.“For the Tagabe market, the Biogas will be used by the food vendors. These vendors currently rely on LPG gas for cooking.“The system will also benefit the markets in being able to process some of the waste from the markets and reducing the need for waste disposal. The third main benefit, in addition to cheap fuel, waste management is the production of a valuable biologically active liquid fertiliser as a by-product.”Mr. Prendergast added that considering all of these economic benefits, it is certainly a viable approach for Vanuatu, and that is before considering the environmental benefits that these systems bring as part of the package.The Biogas units are part of the eight Biogas unit systems, donated as a gift by the Israel Ambassador to the Vanuatu government supported and installed by VAS.VAS confirmed that there are four other units and these will be installed in different provinces, after consultation with the Ministry of Agriculture, Livestock, Fisheries, Forestry and Biosecurity.Prendergast believes that this is a positive and practical way forward for waste management and renewable energy production, in all markets throughout the country.VAS recently installed Biogas units for Malapoa College and Lycee LAB, Montmartre is listed as the next beneficiary of the project."
81,https://vbr.vu/news/developing-your-small-businesses-sustainably-no-one-reaches-their-goals-alone/,2022-05-19 23:31:00,Developing your small businesses sustainably: No one reaches their goals alone,"Small and medium size businesses are the backbone of all Pacific Island cultures – without them the economy would not survive or thrive. In this series I look at different ways in which we can grow and develop our small businesses sustainably.For the last two weeks I explored ways of finding and working with a business coach. Today my focus is on other kinds of business advice.Bank managers or bank business staff are a likely source of advice and support for small businesses. If you can, choose a bank that you feel comfortable with and where the staff have time for you – this is obviously harder in more densely populated urban areas. Remember that many bank staff will never have run a small business so while they will understand the financial requirements, they will not necessarily have the required knowledge and experience to help you with other aspects of the business.The same will also be true for your accountant, if you have one. They will be experts in a range of financial systems but again, it is likely that many have never run their own business. When choosing an accountant look around, write down the skills and knowledge you require them to have and interview them to see if they will be a good fit for you and your business!There are sector-based business associations – business groups based on one industry like tourism or hotel management or retailing or construction. These organisations are very supportive and can help with a detailed knowledge of the industry you are in. They may be limited in their wider knowledge of the local and national economy.In most Pacific countries there are a range of programmes and organisations supported by donor funding and designed to support local business development – some might be sector based (tourism is very popular at the moment as is climate change) and others might be more rural focused. Support from these types of programmes will always depend on meeting specific criteria which might not suit your needs at this time.Chambers of Commerce and Industry exist in all countries and are designed to be a voice for and offer support to the private sector. Usually these are focused in the main cities and towns but some will have provincial outreach. In Fiji the Fiji Commerce and Employers Federation operates with a number of Councils designed to support specific groups such as Women in Business and Young Entrepreneurs. There are also Chambers of Commerce in Fiji. Vanuatu Chamber of commerce and Industry and Solomon Islands Chamber of Commerce and Industry are great sources of help and support. SICCI in the Solomons run good networking events which provide business opportunities for those taking part. For young entrepreneurs in particular, organisations like TYEE in Tonga, V Lab in Vanuatu and YECSI in Solomon Islands are great sources of support, advice, training, coaching and networking.Government departments support small businesses in a variety of ways – go to your relevant ministry (e.g. agriculture, fisheries, tourism, manufacturing etc) or provincial government centre and find out what they can offer.There are organisations that specifically support businesses wishing to export – Pacific Trade and Invest is one Pacific wide organisation. Many countries will have specific organisations offering support and advice to SMEs.Look out for specific events in your area that might offer support to small businesses. At the moment most Governments are making stimulus packages and loans available to small businesses to help get the economy moving.As well as all these agencies and organisations there are informal sources of advice from friends and family and of course from other businesspeople.The important thing to remember is that most advice, except for an independent mentor or coach, comes from a specific point of view or approach – this might be affected by the industry (e.g. finance) or criteria established by donor agencies and government departments. My advice is to listen carefully, always thank the person and then carefully consider all the issues before deciding and taking the advice.If you join a membership organisation like a Chamber of Commerce or Women in Business Group, be prepared to join in – attend meetings and get involved. You will also have things to offer other businesses!Other issues that I will be covering in this series include:• Understanding the help that might exist to support the development of your business• Managing growth and development in a sustainable manner• Choosing the right new products and new markets• Understanding the business economy in which we are operatingIf you have any other suggestions or any questions or comments, please contact me.Breadfruit Consulting (www.breadfruitconsulting.com) is a Vanuatu-based business providing advice, training, coaching, and mentoring to businesses throughout the Pacific islands. Breadfruit specialises in a range of business development activities including ‘business continuity planning and action’, helping businesses to survive in a crisis, designing and starting new, sustainable businesses. Contact [email protected] or [email protected]"
82,https://vbr.vu/news/green-coop-establishes-greenhouse-nursery/,2022-05-19 21:32:00,Green Coop Establishes Greenhouse Nursery,"Green Coop, a business arm of Huarere, has implemented the greenhouse initiative in the Huarere community.The initiative to establish a greenhouse purposely to sow vegetable seeds was inspired through a dialogue between the Department of Agriculture and Rural Development’s (DARD) Director and popular singer and lead vocalist of the Huarere band, Ben Siro.Mr. Siro, was one of the participants of the second Vegetable Cultivation Technology training that took place in 2019, jointly organised by China’s Longping High Tech company, the Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity (MALFFB) through the Department of Agriculture and Rural Development (DARD) and Vanuatu Institute of Public Administration and Management (VIPAM).Mr. Siro stated that this initiative of creating a greenhouse especially for vegetable nursery has arrived at a time of COVID-19 crisis where there is high demand of local food supplies and Port Vila residents needs of accessing vegetables seedlings for backyard gardening to ensure food security.“A greenhouse plan was drafted and a consultation with the Huarere community was conducted and the community agreed it was a good project,” he said.“The DARD is very supportive of this greenhouse project and has assisted us with shed net, seed trays and vegetable seeds to start off with.“The Huarere community really appreciated and acknowledged the assistance offered as it motivated us to actively implement the activities of the project.”Farmer Siro added that with the current COVID-19 challenges Vanuatu is encountering, many urban dwellers especially government employees and other private company workers, who are eager to do backyard gardening do not have time to raise vegetable seedlings so the first sale of vegetable seedlings indicates a positive outcome.“We have sowed vegetable seeds on 100 seed trays and all vegetable seedlings trays were already sold out at VT500 per tray and VT100 per poly bag.“I have observed that there is a very high demand of vegetable seedlings as people really need vegetable seedlings to plant at their backyards.“Establishing this greenhouse is a very good project for our communities as it assists us with minimum income and provides fresh vegetables for our families through backyard gardening.“The Huarere community are committed to do backyard gardening and this activity has motivated the community to continue planting vegetables because of its benefits.“Our focus is to produce more vegetable seedlings in huge quantities to ensure the sustainability of the project and also assisting Port Vila residents to access seedlings for their backyard garden.”Mr. Siro expressed, “The concept of Green Coop is of a Cooperative of Farmers’ Association. Farmers and interested individuals will have to pay a membership fee of VT5,000 for one year.“Members spending VT1,000 to buy vegetable seedlings will see a deduction of VT100 deposited into their accounts and at the end of each year, members will receive their shares.“Green Coop will be assisting its members also by purchasing their vegetables once harvested.“The establishment of this first greenhouse is a trial and it was successful so plans are in place for future development of this project.“Increasing the production of vegetable seedlings from 100 to 1,000 seed trays monthly is our aim for the coming months.“The Huarere Community still have available space for another greenhouse so due to the high demand of vegetable seedlings, we can build another greenhouse focusing on sowing vegetable seeds to meet the high demand of urban dwellers.”As a singer and entertainer, Mr. Siro, says musicians do not make any revenue during the COVID-19 crisis following the strict health protocols imposed by the Ministry of Health and there is no support from the government.“The only way out to sustain my family’s livelihood is agriculture.“It gives me new life and new hope for tomorrow,” he said.“To wake up daily to see the green vegetables around my house heals my soul, brings good health to the community and also provides income.“We still need technical assistance from the DARD to support us to develop this greenhouse project as it is totally a new direction for my community in terms of maintaining supply of seedlings, quantity and quality of the crops.“We will also need assistance from the Department of Cooperative in regards to training on how to manage a Cooperative and other vital aspects of operating a Cooperative.“I would like to encourage other musicians who are struggling to survive amidst the COVID 19 situation to return to agriculture as it is the only way out to sustain livelihood and to ensure food security at home.”Recently, the DARD’s Vegetable Specialist, Heggar Molisa, visited the greenhouse to see the progress of the project and at the same time, provide some technical advice on areas that needs improvement.Vegetable Specialist, Molisa, says she was impressed to see how farmer Siro has put the skills and knowledge attained from the Vegetable Cultivation Technology training into practice.“The training has provided basic knowledge and skills on how to do vegetable farming,” she said.“The Green Coop greenhouse nursery is one of the first greenhouse established in Port Vila and it is amazing to see how the Huarere Community has managed to implement such project.“Raising vegetable seedlings or managing a vegetable nursery is a huge challenge for many farmers.“Farmers tend to access seedlings for direct transplanting instead of sowing their own seeds.”Molisa mentioned Farmer Siro has used all the skills and techniques required to sow seeds in a nursery and the management practices. This is a positive impact of the training he has attended.“I have noticed that the community also do backyard gardening, making good use of available spaces and resources they have and this is a good way forward in ensuring food security in urban areas,” she said.“A few challenges raised during the visit includes accessing of top soils and upgrade of the greenhouse nursery.”The Vegetable Specialist has assured the community that the DARD will continue to help ensure sustainability of the project.“The DARD’s backyard garden program for this year will support Green Coop with nursery materials to improve their greenhouse and a backyard garden training to improve their skills and knowledge that they already have,” she added.“The Huarere community has taken a step forward to demonstrate their commitment, passion and their interest in backyard gardening and this shows that in the future, the community can implement a bigger project.”"
83,https://vbr.vu/news/ambae-innovator-legally-recognised-as-original-creator-of-string-basket/,2022-05-19 01:03:00,Ambae Innovator legally recognised as original creator of string basket,"Ms Hannet Woi of North Ambae has been legally recognised as the original creator of the trendy Ambae string basket.This means from now onwards, if any vendor wishes to engage in the string basket business, they are required to obtain Woi’s permission and be her agent, to be able to sell her products.Minister responsible for Tourism, Trade, Commerce and Ni-Vanuatu Business, James Bule, was given the honor by the Vanuatu Intellectual Property Ofﬁce (VanIPO) to hand the legal Intellectual Property ownership right to Ms Woi as the original inventor and creative weaver of the string basket.Due to COVID-19 travel restrictions, Ms Woi cannot travel to Vila to receive her certiﬁcate. As such, her certiﬁcate was received by the Acting Director of Industry, Mr. Noel Kalo, on her behalf.VanIPO acknowledged the Ambae string basket is now a popular brand within the handicraft sector, attracting a lot of attention from locals as well as international tourists. It was Woi’s imagination, wisdom, and creative arts of weaving pandanus leaves to produce such a unique handicraft that resulted in the rich traditional art from her area of origin in Ambae.Through the skills partnership program under TVET, and implementation of the Handicraft Sector Action Plan 2018-2020 coordinated by the Department of Industry, community awareness has been conducted throughout Vanuatu’s provinces.Community weavers are encouraged to come forward and register their Intellectual Property rights to protect their creativity within the market. This is the only legal avenue to address the issue of counterfeits within a market.VanIPO noted the handicraft sector is a very big sector which involves a lot of women and girls who come together to weave for various purposes. They play a very important role within the tourism value chain in terms of producing traditional handicrafts as souvenir gifts to tourism. With the border reopening in July, a lot of weavers and handicrafts vendors will get back in business soon."
84,https://vbr.vu/news/jica-donates-vt25m-worth-of-fishery-equipment/,2022-05-19 00:58:00,JICA donates VT25M worth of fishery equipment,"The Department of Fisheries (DoF) has recently received some fishery equipment worth VT25 million from the Japan International Cooperation Agency (JICA). This is part of the Sea Project Phase 2 being implemented in many islands throughout Vanuatu.Through the whole phases of the project, JICA and VFD have tried to disseminate coastal fisheries resource management methodology in collaboration with the coastal communities.This time, JICA handed over seven units of 7m long FRP boats with Suzuki brand 40 HP outboard engines and two sets of Deep Sea Deck Winch, 50 pcs of 200 L Eskies, 15 units of Solar Power Freezer Units, 140 sets of Bottom Fishing Equipment Sets and 140 sets of Trolling Devices.The total value of the equipment is VT25,000,000.Since 2006, JICA and VFD started the Coastal Resource Management Project and as a result, VFD completed the Community Based Coastal Resource Management (CBCRM) guideline first in the Pacific last year.Under the COVID-19 situation, JICA could not dispatch the Japanese expert to Vanuatu for nearly two years. However, VFD had successfully drafted and completed the CBCRM Guideline with online support from Japanese experts.JICA and VFD already agreed to extend the project until March 2023, and the total cooperation period will be more six years. This means this project is the longest technical cooperation project in Vanuatu.“Even under COVID-19 situation, VFD implemented and completed the CBCRM guideline first in the Pacific,” Resident Representative of JICA Vanuatu Office, Rika Uemura said.“This will be good example for other Pacific countries especially for in Melanesia. JICA wishes to see VFD continuing to support people and community in coastal areas and to maintain marine resource.”Director General of the Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity (MALFFB), Moses John AMOS said, “VFD has been keeping long time good relationship with JICA since 2006 and also many VFD staffs had participated JICA Training in Japan.”Uemura added, “JICA could not dispatch Japanese expert for two years. But we understand the Government of Vanuatu had announced that border would be opened from this coming July. JICA would like to take necessary measures to bring Japanese experts to Vanuatu and assist more capacity development of VFD July 2022 onward and also VFD staff travel to Japan for more training.”Three times JICA training participant and Deputy Director of VFD, Sompert Gereva said, “According to JICA, additional equipment will be provided from Japan soon. All the equipment provided by JICA will be distributed soon to all six provinces for the community and people of Vanuatu as VFD’s responsibility.”"
85,https://vbr.vu/news/vanuatus-inaugural-commerce-strategy-and-roadmap-launched/,2022-05-17 23:07:00,Vanuatu’s inaugural Commerce Strategy and Roadmap launched,"Tuesday, May 17 2022 marked another milestone for Vanuatu as Minister James Bule officially launched the first ever E-Commerce Strategy and Roadmap, on behalf of the Vanuatu Government.The launching occurred during the Information and Communications Technology (ICT) Day celebrations at the Chiefs Nakamal, Malvatumauri Council of Chiefs in Port Vila.“With this strategy, we want to make sure that Vanuatu is strategically ready and radically change the nature of doing business in the country, not only to be ready but to improve the processes overtime and incrementally add value to business,” he said.“It is critical to continue and enhance the existing dialogue on Vanuatu’s digital transformation with public, private sector, Civil Society Organizations (CSOs) and donor partners, to make sure that everyone benefits from it. This is what we achieved with the readiness assessment Report back in 2018, and this E-Commerce strategy.”The present strategy is aimed at supporting Vanuatu’s efforts to address e-commerce challenges identified in the last two years and leverage additional resources from the Government and development partners to accelerate e-commerce adoption, increase digital readiness and, in fine, support Vanuatu’s economic transformation. Vanuatu has yet to take advantage of the e-commerce potential.The country could benefit substantially from e-commerce if it is able to accelerate the adoption of key measures aimed at supporting the development of an e-commerce ecosystem (e.g. digital economy strategy, enhanced regulatory framework) and private sector investments (in skills and access to finance).Among other benefits, e-commerce can fuel development of the tourism and professional services sectors, attract Foreign Direct Investment (FDI), and increase employment in Vanuatu, thus limiting the structural brain drain.“Every ship needs crew members to ensure the safe arrival of all passengers,” Minister Bule said.As Minister responsible for the Ministry of Tourism, Trade, Commerce and Ni-Vanuatu Business (MTTCNVB), he also officially appointed the first ever Vanuatu National E-Commerce Committee to ensure the implementation of the Vanuatu National E-Commerce Strategy and Roadmap.The Committee comprises the Directors General (DGs) of the MTTCNVB, Finance, Infrastructure, Agriculture, Chief Executive Officer (CEO) of the Vanuatu Post Limited, Government Chief Information Officer, Directors from the Departments of Customs and Foreign Affairs, Reserve Bank Governor, Telecommunications Radiocommunications and Broadcasting Regulator, General Manager of the Vanuatu Chamber of Commerce, and CEO of the Vanuatu Tourism Office."
86,https://vbr.vu/news/vits-tourism-apprentice-scheme-underway/,2022-05-18 23:05:00,VIT’s tourism apprentice scheme underway,"By Jason Abel.The Vanuatu Institute of Technology (VIT) School of Tourism and Hospitality is currently conducting short trainings for 80 participants to support the tourism industry preparatory program once border reopens in July.VIT confirmed that over 300 participants will participate in the program. Under COVID-19 SOPs, participants are divided daily with 40 students attending morning sessions and 40 in the afternoon. The program will end in June.Participants are engaged in 4 modules to prepare them for work in the tourism and hospitality sector.The program is part of the NZ government, through the New Zealand High Commission in Vanuatu’s recent VT3.2 million donation to the Vanuatu government through the Ministry of Education and Trainings.One participant says she is happy to be part of the training where she has learned a lot of new things. She says she is excited to assist the tourism and hospitality sector once border reopens as well.The government plans on reopening international borders this July."
87,https://vbr.vu/news/vanuatu-flight-cancellations-to-continue-over-easter/,2023-04-06 08:00:00,Vanuatu flight cancellations to continue over Easter,"People booked with Air Vanuatu will continue to face disruptions over Easter and unable to fly to Port Vila until later this weekend, as the airline awaits for Boeing 737 aircraft parts.Easter travels affectedThe ongoing delays means hundreds of holidaymakers to Vanuatu will have to reconsider their Easter holiday travel plans or cancel it altogether.New Zealander Daniel Davidson, who lives in Palmerston North, had booked flights to Port Vila with his mother to commemorate one year since his dad’s passing as well as his mum’s birthday.Davidson told RNZ Pacific what was supposed to be a time of reflection and celebration has turned into stress and frustration.“It wasn’t until yesterday (Tuesday) where I actually had to call Air Vanuatu 13 times and that’s when they told us that our flight had been cancelled,” he said.“I have to say the Auckland staff for Air Vanuatu are incredible, they’re actually extremely helpful, and it’s just so sad that they have to work for an airline that obviously doesn’t value communication or anything.”He said the airline needed to have a ‘Plan B’ to address such situations.“I know this was people’s holiday reboots post-Covid (but) their communication is awful,” Davidson said.“I had to find out that my flight was cancelled by my own means.“So the communication needs to be sorted out and they do they need a plan B so that they’re not putting hundreds of people’s thousands of dollars out of pocket to sort out the mess.”He said calling on Air Vanuatu to strengthen ties with other airlines and prop up communication centres on he weekend.“If they had better partnerships with airlines from countries around Vanuatu along with obviously having another international aircraft, should be (something) they should be focusing on.”‘No plans’ to fly to Vanuatu — Air New ZealandMeanwhile, Air New Zealand said it has “no plans” to resume flights to the country.Air NZ suspended its services to the country over seven years ago due to concerns over the “deteriorating’ state of the Port Vila International Airport runway.“Air New Zealand is focused on building back capacity on the routes we had in operation pre-covid as a first priority,” a spokesperson for the airline told RNZ Pacific.“While we recover our existing network back to full capacity, we have no plans to relaunch services to Vanuatu at this stage. We last stopped flying to Vanuatu in 2016 due to concerns around the condition of the runway.”"
88,https://vbr.vu/news/dennis-nai-reappointed-vanuatu-ambassador-to-china/,2023-04-05 07:00:00,Dennis Nai reappointed Vanuatu Ambassador to China,"By Glenda WillieThe Government has appointed Mr. Dennis Nai as Vanuatu’s new Ambassador to China.The decision was approved by the Council of Ministers (CoM) at the end of last month, and his appointment was confirmed by the Director General (DG) of Foreign Affairs, Kalfau Kaloris.Ambassador Dennis is not new to this position, having previously served as Vanuatu’s Ambassador to China before his contract lapsed, and the position remained vacant for some time.The appointment was made through an open and transparent process, according to Kaloris. The position was advertised, and the Foreign Service Board reviewed the applications before submitting their recommendations to the CoM. The preferred candidate was then approved by the CoM.Mr. Clarence Marae from the State Office confirmed that the Head of State issued Ambassador Nai’s Letter of Credential, officially confirming his appointment.Minister of Foreign Affairs, Jotham Napat commented on this appointment.“I am delighted to appoint Mr. Dennis Nai as the new Vanuatu Ambassador to China. Ambassador Dennis’ exemplary performance in his previous diplomatic roles has demonstrated his unwavering dedication and commitment to fostering strong international relationships,” he said.“Under the leadership of Prime Minister Ishmael Kalsakau, the Vanuatu Government recognizes the immense importance of our relationship with China. By entrusting this crucial position to a seasoned diplomat like Ambassador Dennis, we reaffirm our commitment to nurturing and strengthening the ties between our two great nations.”Ambassador Dennis presented his credentials in Beijing on Monday this week."
89,https://vbr.vu/news/benzene-shortage-on-aneityum/,2023-04-08 07:20:00,Benzene shortage on Aneityum,"By Glenda WillieAneityum is currently experiencing a severe benzene shortage, leaving small businesses and local residents struggling to cope with the impact.The shortage has been ongoing for over two weeks, causing major disruptions to the island’s tourism activities as well as other daily activities that consume benzene.According to Area Secretary Selwyn Daniel, the shortage has hit small businesses the hardest, especially those that cater for tourists and fishing activities. Skippers are also finding it difficult to make daily trips from the mainland to Mystery Island or even around the island due to the shortage.Mr. Daniel also revealed that the demand for fuel on the island has increased in recent years, which is one of the reasons for the current shortage. While a few inter-island vessels have visited the island, they can only transport one or two drums of benzene for business individuals.The situation has become so desperate that a local businessman on the island chartered a flight from Tanna to Aneityum just to transport his three drums of benzene earlier this week, highlighting the critical need for the fuel.The island is expecting the arrival of MV Touaraken yesterday, to bring more fuel, especially benzene. According to Mr. Daniel, some businesses and individuals have already booked and paid for these drums of benzene in advance.People have been reminded that they are allowed to buy up to two drums only."
90,https://vbr.vu/news/new-online-buying-and-selling-of-real-estate-to-be-launched-in-vanuatu/,2023-02-27 23:01:00,New Online Buying and Selling of Real Estate to be launched in Vanuatu,"The owner and principal of Waterfront Real Estate Vanuatu, Francesca Grillo has invited individuals to attend a free and informative event on March 1, 2023, at the premises of YumiWork to learn more about the process involved in selling and buying properties online. The event is the launching of Enable South Pacific – ESPThe event will cover topics such as the Lease Title, other property documents necessary for the sale and purchase, the role of the Real Estate Agent in the transaction, and the new ESP online portal, which will help both vendors and purchasers. A ni-Vanuatu Sales Agent will be available to assist and answerquestions in Bislama.The ESP portal was created to facilitate online real estate transactions on the internet for both the Waterfront Real Estate agency and the parties involved. By providing online guidance and tools, the aim is to make it easier for a wider range of owners and buyers to access their services, and complete most of the required steps online from their home. The portal collects all the necessary information and documents to comply with the Anti Money Laundering and Counter Terrorism Financing legislation, and to speed up the conveyancing process. The information provided is confidential and disclosed only to the entities and authorities as prescribed by law. Vendors can collect and properly store their property documents online, and purchasers who have subscribed to the ESP portal can access the documents of up to 5 properties they are interested in buying. The portal is connected to the Waterfront Real Estate agency website, and when a buyer finds a property they like, they can identify the property by its ID# on the ESP portal and will have access to the property documents that would normally be available to the public through a search at the Land Records, providedthey have subscribed to the ESP. This is an advantage for purchasers as they can provide their lawyer with most of the relevant property documents to speed up the due diligence and legal advice on the transaction. The ESP portal aims to facilitate and make real estate deals more accessible, especially for people who may feel hesitant about approaching an agency or a lawyer, and to create an online platform that can help streamline the administrative procedures around a real estate transaction, improving efficiency and encouraging proper legal representation.The Principal owner of Waterfront Real Estate and the ESP Portal, advised that it has taken 18 months working with another developer for the portal to be developed and believes it will speed up the closing of a property deal, while ensuring proper legal representation and advice, and allow purchasers to haveaccess to relevant property documents. The objective is to encourage any ni-Vanuatu who may be thinking of selling a property, but is worried about the stress, technicalities, risks, and time involvedin the process, to participate in utilising the portal. "
91,https://vbr.vu/news/blockchain-technology-identified-as-game-changer-for-vanuatus-financial-system-report/,2023-04-05 08:00:00,Blockchain Technology Identified as Game-Changer for Vanuatu’s Financial System: Report,"A recently released report by Pacific Advisory, funded by Oxfam International and Australian Aid, has identified blockchain technology as a game-changer for Vanuatu.The report provides a path forward to achieve the Vanuatu Government’s goals of a more inclusive financial system, better and faster access to relief in the time of a natural disaster, and to make Vanuatu a more attractive investment destination.The report outlines the potential of blockchain technology to enhance financial inclusion for Pacific people, facilitate government payments such as public service salaries and payments to suppliers and between government and business, and distribute relief payments more efficiently. It also highlights the importance of digitising national identification systems, which has been consistently highlighted by global policy-making and institutional finance bodies such as the Asian Development Bank and World Bank Group as one of the building blocks for development.“This report identifies and explains why blockchain technology is the way forward for Vanuatu. At a time where evidence shows access to finance has been contracting, a review of how we do business was critical,” Pacific Advisory’s Managing Director, Glen Craig said.Pacific Island nations that have implemented biometric and digital ID systems have experienced accelerated economic and social development. A strong and accurate national ID system built on automated blockchain technology would increase Vanuatu’s capacity to efficiently deliver government services, facilitate digital payments and a digital economy, and improve citizens’ rights and access to services.The report found that 86.7% of private sector and 100% of public sector respondents indicated that a digital ID is one of the most important factors in achieving regulatory adaptation and eventually integration for widespread adoption of blockchain technology and blockchain finance in Vanuatu.“Blockchain technology takes the doubt out of financial transactions and is particularly suitable to the conditions in the Pacific Islands. Decentralised finance and data management applications can be set up and used at the ministry level to facilitate, track, and more easily account for the delivery of payments across Vanuatu,” Mr. Craig said.The report also provides a roadmap for integrating blockchain technology further into the financial, business, and development landscape in Vanuatu. This includes the adoption of international best practices, the development of a Data Protection and Privacy Act, building capacity via increased financial and fintech literacy, and engaging infrastructure providers.Vanuatu’s Minister for Tourism and Trade, Matai Seremaiah, welcomed the report and emphasised the need to embrace the opportunities that arise from digital transformation in the tourism industry.“As we move towards a digital economy, Vanuatu’s tourism industry must embrace the opportunities that arise from digital transformation. By leveraging technology, we can unlock new trade possibilities, develop market access for our small businesses, and create new avenues for growth and prosperity,” Minister Seremaiah said.He also highlighted the importance of national ownership and political leadership to ensure adoption occurs in a manner that brings resources, better systems, and positive change to the financial sector, business community, and the public at large.The report’s findings are particularly significant given that banking services and staff numbers at outer island branches have declined in recent years, with no viable substitute for financial access provided.Recommendations have the potential to accelerate progress towards economic inclusion, development, and growth, but will require legislative and regulatory reform to perform responsible de-risking and ensure protections are in place for users, businesses, and institutions using blockchain systems and applications.“The report has the potential to change the landscape of financial services in Vanuatu and create new opportunities for economic growth and inclusion,” Mr. Craig said.“By implementing the report’s recommendations, the government of Vanuatu can achieve its goals of creating a more inclusive financial system, with better access to relief during natural disasters and a more attractive investment destination.”"
92,https://vbr.vu/news/pre-departure-test-removal-will-help-tourism-recovery-vto/,2022-09-13 01:25:00,Pre-departure test removal will help tourism recovery: VTO,"The removal of pre-departure COVID-19 testing before entry to Vanuatu will greatly help the recovery of the tourism industry supporting both aviation and cruise travel into the destination, said the Vanuatu Tourism Office (VTO).“Victors can now travel to Vanuatu without any hassle,” VTO said in a statement.“Vanuatu has come a long way. Removing all pre-departure testing has been a point of contentious in the months leading to border re-opening in July and now post border, we welcome the revised change by the Ministry of Health,” said VTO’s Chief Executive Officer (CEO), Adela Issachar Aru.“We acknowledge the hard work and expertise of our Health professionals and border control agencies, as they continue to work together with the Department of Tourism and VTO, making sure that the safety of the People of Vanuatu remains our top priority while maintaining a safe level of surveillance to allow our international visitors to travel in without much of the Covid-restrictions, as we can still experience in other parts of the world and in the region,” she added.VTO stated that the removal of the travel restriction makes it easier for international travelers, including tourists, to visit our shores.This change applies to all arrivals by air and sea. While full vaccination against COVID-19 is encouraged before traveling to the country, this is also not mandatory.Once in Vanuatu, there is no quarantine or arrival testing required. If a traveler tests positive for COVID-19 while in Vanuatu or develops symptoms, they will need to isolate for seven (7) days at their hotel or resort.For citizens and permanent residents, home isolation is encouraged and possible. For more information on these requirements, please visit to Vanuatu’s Ministry of Health website.Vanuatu reopened its borders to international travelers for the first time on 1 July, with visitors now able to freely travel throughout the archipelago and experience the country’s once-in-a-lifetime moments.From trekking through the jungle of remote islands, visiting local villages, and soaking in kastom to tasting the country’s fresh island cuisine (kai kai), Vanuatu offers all the best of a tropical island holiday Air Vanuatu currently operates five non-stop flights from Sydney, one direct service a week from Melbourne and Nadi, and three non-stop flights a week from Brisbane, Auckland, and Noumea to Port Vila. Aircalin operates weekly Saturday flights to Port-Vila and Fiji Airways with three flights a week.Solomon Airlines will move to two weekly Honiara-Port-Vila services, commencing in October.Virgin Australia confirms resuming flights from Brisbane to Port Vila, up to five times a week from March 2023.Travelers are encouraged to check the Vanuatu Tourism Office website for the latest information and health directions prior to travel, as well as for inspiration on visiting Vanuatu www.vanuatu.travel"
93,https://vbr.vu/news/belair-airways-resume-operations-after-1-year-hiatus/,2022-06-22 22:23:00,Belair Airways resume operations after 1-year hiatus,"Compiled by Josepheen Tarianga.After a year of non-operation, Belair Airways has resumed normal operations as of yesterday.Attributing the hiatus to technical reasons and Civil Aviation Authority of Vanuatu (CAAV) requirements, Belair Airways has returned to the scene just in time for the border reopening.Its Chief Executive Officer (CEO), Mrs. Ann Karie, apologised to customers who relied on Belair for their services.“After the COVID-19 lockdown, lots of things were not working with Belair Airways in regards to maintenance and non-availability of proper technical people,” she explained.The CEO acknowledged that it was the efforts of the Belair team, the Director and CAAV team who worked closely with Belair to fulfill the CAAV requirements that made it possible for them to resume operations.“The aviation business is exceptionally regulated because of high safety requirements which all come at a very high cost,” she said. “Hopefully, these problems do not reoccur in the future.”The problem faced by the company was mainly due to shortage of proper maintenance personnel.In response to this, Belair Airways employed an engineer from Fiji. It took nine months for the engineer to come to Vanuatu.According to Belair Airways, in the midst of the lockdown, they had to wait for the engineer as there was no proper qualified engineer to assist them in Vanuatu. Nonetheless, the company was able to complete its Maintenance Hangar and it is now ready for full operations come next month.Belair has two aircrafts. One is fully functional and ready for service, while the other is getting serviced and should be soaring the skies in August or September this year.CEO Karie has assured the travelling public to expect better flow of services from here onwards.Belair Airways, Chief Pilot Captain Toara Karie, has indicated that more pilots and engineers will be entering Vanuatu from Fiji, New Zealand and Solomon Islands after the border reopening in order to help the shortage of technical people in the country.The number of pilots and engineers that Belair hopes to take on has not yet been finalised."
