,url,date,title
70,https://vbr.vu/news/trbr-renews-digicel-vanuatu-operating-licence/,2023-07-18 03:30:00,TRBR Renews Digicel Vanuatu Operating Licence
71,https://vbr.vu/news/digicel-vanuatu-sponsors-vt500000-for-pacnog-31-training/,2023-07-18 03:26:00,"Digicel Vanuatu Sponsors VT500,000 for PacNOG 31 Training"
72,https://vbr.vu/news/local-tusker-beer-sets-sail-on-pacific-explorer-cruise-ship/,2023-07-18 03:23:00,Local Tusker Beer Sets Sail on Pacific Explorer Cruise ship
73,https://vbr.vu/news/air-vanuatu-resumes-services-at-paama-port/,2023-07-18 03:21:00,Air Vanuatu resumes services at Paama Port
74,https://vbr.vu/news/321-lotto-vanuatu-secures-license-tolaunch-life-changing-lottery-in-vanuatu/,2023-06-28 01:01:00,321 Lotto Vanuatu Secures License toLaunch Life-Changing Lottery in Vanuatu
75,https://vbr.vu/news/vnpf-board-to-seek-legal-advice-after-gms-guilty-verdict/,2023-06-20 08:35:00,VNPF Board To Seek Legal Advice After GM’s Guilty Verdict
76,https://vbr.vu/news/introducing-321-lotto-vanuatu-a-groundbreaking-digital-lottery-experience/,2023-06-17 08:00:00,Introducing 321 Lotto Vanuatu: A Groundbreaking Digital Lottery Experience
77,https://vbr.vu/news/vt7b-pekoa-airport-runway-extension/,2022-05-21 23:12:00,VT7B Pekoa Airport Runway Extension
78,https://vbr.vu/news/the-challenge-to-replace-skilled-tourism-workers/,2022-05-19 23:33:00,The challenge to replace skilled tourism workers
79,https://vbr.vu/news/developing-your-small-businesses-sustainably-no-one-reaches-their-goals-alone/,2022-05-19 23:31:00,Developing your small businesses sustainably: No one reaches their goals alone
80,https://vbr.vu/news/france-and-eu-commit-over-vt471m-to-nuv/,2022-05-19 22:58:00,France and EU commit over VT471M to NUV
81,https://vbr.vu/news/main-market-vendors-to-benefit-from-biogas-project/,2022-05-19 22:13:00,Main market vendors to benefit from Biogas project
82,https://vbr.vu/news/green-coop-establishes-greenhouse-nursery/,2022-05-19 21:32:00,Green Coop Establishes Greenhouse Nursery
83,https://vbr.vu/news/ambae-innovator-legally-recognised-as-original-creator-of-string-basket/,2022-05-19 01:03:00,Ambae Innovator legally recognised as original creator of string basket
84,https://vbr.vu/news/jica-donates-vt25m-worth-of-fishery-equipment/,2022-05-19 00:58:00,JICA donates VT25M worth of fishery equipment
85,https://vbr.vu/news/vits-tourism-apprentice-scheme-underway/,2022-05-18 23:05:00,VIT’s tourism apprentice scheme underway
86,https://vbr.vu/news/vanuatus-inaugural-commerce-strategy-and-roadmap-launched/,2022-05-17 23:07:00,Vanuatu’s inaugural Commerce Strategy and Roadmap launched
87,https://vbr.vu/news/benzene-shortage-on-aneityum/,2023-04-08 07:20:00,Benzene shortage on Aneityum
88,https://vbr.vu/news/vanuatu-flight-cancellations-to-continue-over-easter/,2023-04-06 08:00:00,Vanuatu flight cancellations to continue over Easter
89,https://vbr.vu/news/blockchain-technology-identified-as-game-changer-for-vanuatus-financial-system-report/,2023-04-05 08:00:00,Blockchain Technology Identified as Game-Changer for Vanuatu’s Financial System: Report
90,https://vbr.vu/news/dennis-nai-reappointed-vanuatu-ambassador-to-china/,2023-04-05 07:00:00,Dennis Nai reappointed Vanuatu Ambassador to China
91,https://vbr.vu/news/government-bond-option-regulation-gazetted/,2023-04-01 08:00:00,Government Bond Option Regulation Gazetted
92,https://vbr.vu/news/new-online-buying-and-selling-of-real-estate-to-be-launched-in-vanuatu/,2023-02-27 23:01:00,New Online Buying and Selling of Real Estate to be launched in Vanuatu
93,https://vbr.vu/news/second-phase-of-yumi-grow-vanuatu-advances-to-final-stage/,2022-11-15 01:07:00,Second phase of Yumi Grow Vanuatu advances to final stage
94,https://vbr.vu/news/pre-departure-test-removal-will-help-tourism-recovery-vto/,2022-09-13 01:25:00,Pre-departure test removal will help tourism recovery: VTO
95,https://vbr.vu/news/belair-airways-resume-operations-after-1-year-hiatus/,2022-06-22 22:23:00,Belair Airways resume operations after 1-year hiatus
96,https://vbr.vu/news/vto-launches-nabanga-pledge/,2022-06-22 22:21:00,VTO Launches Nabanga Pledge
97,https://vbr.vu/news/vanuatu-abattoirs-limited-certified-for-international-standards-operations/,2022-06-22 22:18:00,Vanuatu Abattoirs Limited certified for international standards operations
98,https://vbr.vu/news/flour-stock-depleted-in-all-bakeries-except-ah-pow/,2022-06-21 21:35:00,Flour stock depleted in all bakeries except Ah Pow
99,https://vbr.vu/news/270-ni-vanuatu-registered-through-tourism-labour-desk/,2022-06-18 22:49:00,270 Ni-Vanuatu registered through Tourism Labour Desk
100,https://vbr.vu/news/dynamics-haccp-certification-good-for-efate-tahitian-lime-farmers/,2022-06-18 22:45:00,Dynamic’s HACCP certification good for Efate Tahitian Lime farmers
101,https://vbr.vu/news/trbrs-contract-renewed/,2022-06-16 23:48:00,TRBR’s contract renewed
102,https://vbr.vu/news/fletcher-organisation-ltd-to-construct-south-paray-wharf/,2022-06-15 21:49:00,Fletcher Organisation Ltd to construct South Paray Wharf
103,https://vbr.vu/news/11-new-visa-categories-announced/,2022-06-14 23:32:00,11 New Visa Categories announced
104,https://vbr.vu/news/saudi-arabia-seeks-vanuatus-support-to-host-world-expo-in-2030/,2022-06-14 23:22:00,Saudi Arabia seeks Vanuatu’s support to host World Expo in 2030
105,https://vbr.vu/news/vodafone-invests-vt2million-in-supporting-mamas/,2022-05-13 22:45:00,Vodafone Invests VT2Million in supporting Mamas
106,https://vbr.vu/news/2022-virtual-national-ict-day-event-scheduled-for-may-17/,2022-05-13 22:41:00,2022 virtual National ICT Day event scheduled for May 17
107,https://vbr.vu/news/stanap-strong-the-new-website-against-gender-based-violence/,2022-05-13 22:33:00,‘Stanap Strong’ – the new website against gender-based violence
108,https://vbr.vu/news/unelco-responds-to-vt200000-electricity-bill-query/,2022-05-12 22:27:00,"UNELCO responds to VT200,000 electricity bill query"
109,https://vbr.vu/news/vto-vsp-placement-agreement-to-strengthen-organisational-performance/,2022-05-11 23:09:00,"VTO, VSP Placement Agreement to strengthen organisational performance"
110,https://vbr.vu/news/ura-working-with-government-to-find-solutions-to-electricity-price-hikes/,2022-05-11 02:48:00,URA working with Government to find solutions to electricity price hikes
111,https://vbr.vu/news/workshop-focuses-on-children-in-emergencies/,2022-05-10 23:45:00,Workshop focuses on children in emergencies
112,https://vbr.vu/news/labour-coalition-to-tackle-shortage-of-skilled-workforce-in-tourism-sector/,2022-05-10 01:27:00,Labour coalition to tackle shortage of skilled workforce in Tourism sector
113,https://vbr.vu/news/confucius-institute-launches-strategic-plan-2022-2026/,2022-05-10 01:23:00,Confucius Institute launches Strategic Plan 2022-2026
114,https://vbr.vu/news/who-launches-first-ever-global-report-on-infection-prevention-and-control/,2022-05-07 01:18:00,WHO launches first ever global report on Infection Prevention and Control
115,https://vbr.vu/news/kalosil-heads-new-air-vanuatu-board/,2023-09-14 01:14:00,Kalosil heads new Air Vanuatu Board
116,https://vbr.vu/news/bsp-committed-to-local-communities/,2023-09-13 01:09:00,BSP Committed to Local Communities
117,https://vbr.vu/news/small-business-success-lepsu-organic-expands-into-port-vila-market/,2023-09-12 01:04:00,Small Business Success: Lepsu Organic Expands into Port Vila Market
118,https://vbr.vu/news/vmgd-director-presents-upgraded-road-design-guide-to-pwd/,2023-09-09 01:00:00,VMGD Director Presents Upgraded Road Design Guide to PWD
119,https://vbr.vu/news/consul-sees-potential-for-500000-chinese-tourists-annually/,2023-09-09 00:23:00,"Consul Sees Potential for 500,000 Chinese Tourists Annually"
120,https://vbr.vu/news/virgin-australia-contracts-air-vanuatu/,2023-08-09 23:23:00,Virgin Australia contracts Air Vanuatu
121,https://vbr.vu/news/four-cannabis-and-industrial-hemp-licences-approved/,2023-08-05 00:16:00,Four cannabis and industrial hemp licences approved
122,https://vbr.vu/news/chinese-construction-resumes-following-shut-down/,2023-08-05 00:13:00,Chinese construction resumes following shut down
123,https://vbr.vu/news/vanuatu-daily-post-welcomes-fm107-as-one-media-family/,2023-08-05 00:08:00,Vanuatu Daily Post welcomes FM107 as one Media Family
124,https://vbr.vu/news/death-of-a-newspaper/,2023-08-05 00:03:00,Death of a newspaper
125,https://vbr.vu/news/tvet-looks-towards-inclusivity/,2022-05-17 22:55:00,TVET looks towards inclusivity
126,https://vbr.vu/news/tighter-liquor-laws/,2022-05-17 22:54:00,Tighter Liquor Laws
127,https://vbr.vu/news/govt-to-keep-recalled-twin-otter/,2022-05-17 22:38:00,Gov’t To Keep Recalled Twin Otter
128,https://vbr.vu/news/achary-preliminary-inquiry-adjourned-till-next-week/,2022-05-17 12:50:00,Achary preliminary inquiry adjourned till next week
129,https://vbr.vu/news/digital-response-for-connecting-citizens-supporting-the-pacific-close-the-digital-divides-in-response-to-covid-19/,2022-05-17 01:10:00,Digital Response for connecting Citizens – “Supporting the Pacific Close the Digital Divides in Response to COVID-19”
130,https://vbr.vu/news/france-invests-vt3m-in-activs-gluten-free-flour-project/,2022-05-17 00:49:00,France invests VT3M in ACTIV’s gluten-free flour project
131,https://vbr.vu/news/vas-rolls-out-biogas-project-in-3-schools/,2022-05-17 00:45:00,VAS rolls out Biogas project in 3 schools
132,https://vbr.vu/news/virgin-airlines-schedule-not-yet-available/,2022-05-16 01:48:00,Virgin Airlines schedule not yet available
133,https://vbr.vu/news/vodafone-uses-m-vatu-to-support-market-and-food-vendors-with-vt2m/,2022-05-14 23:34:00,Vodafone uses M-Vatu to support Market and Food Vendors with VT2M
134,https://vbr.vu/news/digicel-partners-with-world-vision-to-improve-livelihoods-of-45-torba-families/,2022-05-14 22:50:00,Digicel partners with World Vision to improve livelihoods of 45 TORBA families
135,https://vbr.vu/news/auf-innovation-workshop-underway/,2022-02-15 23:14:00,AUF Innovation workshop underway
136,https://vbr.vu/news/would-you-go-to-a-kava-bar-producers-of-the-psychoactive-drink-want-a-mainstream-market/,2022-02-15 02:09:00,Would you go to a kava bar? Producers of the psychoactive drink want a mainstream market
137,https://vbr.vu/news/big-plans-for-vit/,2022-02-15 01:52:00,Big Plans for VIT
138,https://vbr.vu/news/businesses-close-doors-temporarily/,2022-02-09 23:56:00,Businesses close doors temporarily
139,https://vbr.vu/news/vt5m-grant-for-pacific-islands-legal-information-institute/,2022-02-08 23:32:00,VT5M grant for Pacific Islands Legal Information Institute
140,https://vbr.vu/news/new-cybersafety-resources-for-girls-launched/,2022-02-07 23:58:00,New cybersafety resources for girls launched
141,https://vbr.vu/news/inter-island-shipping-services-suspended/,2022-02-07 23:49:00,Inter-Island Shipping Services Suspended
142,https://vbr.vu/news/digicel-telstra-deal-was-an-off-again-on-again-affair-treasury-documents-reveal/,2022-01-29 23:34:00,"Digicel Telstra deal was an off again, on again affair, Treasury documents reveal"
143,https://vbr.vu/news/fibreglass-vanuatu-wins-bid-to-supply-solar-fibreglass-refrigeration-system/,2022-01-25 03:53:00,Fibreglass Vanuatu Wins Bid to Supply Solar Fibreglass Refrigeration System
144,https://vbr.vu/news/vnpf-collects-vt2b-contribution-vt1b-revenue/,2022-01-22 23:29:00,"VNPF COLLECTS VT2B CONTRIBUTION, VT1B REVENUE"
145,https://vbr.vu/news/vila-marine-signs-contract-for-rollout-of-boats-under-70-30-subsidy/,2022-01-22 01:25:00,Vila Marine signs Contract for Rollout of Boats under 70/30 Subsidy
146,https://vbr.vu/news/leon-hardware-officially-opens/,2022-01-20 02:53:00,Leon Hardware officially opens
147,https://vbr.vu/news/vnpf-audits-for-2020-and-2021-not-yet-completed/,2022-01-20 00:46:00,VNPF audits for 2020 and 2021 not yet completed
148,https://vbr.vu/news/department-of-cooperatives-agm-underway/,2022-01-19 23:48:00,Department of Cooperatives’ AGM Underway
149,https://vbr.vu/news/vanuatu-rural-development-bank-launches-new-loan-products/,2022-01-19 23:45:00,Vanuatu Rural Development Bank Launches New Loan Products
150,https://vbr.vu/news/vanmau-construction-secures-vt17m-contract-for-new-mttcnvb-penama-provincial-office/,2022-01-18 00:02:00,Vanmau Construction secures VT17M contract for new MTTCNVB PENAMA Provincial Office
151,https://vbr.vu/news/casino-21-celebrates-30th-anniversary/,2022-01-17 04:17:00,Casino 21 celebrates 30th Anniversary
152,https://vbr.vu/news/boeing-still-grounded-air-vanuatu-waiting-for-spare-part-from-asia/,2022-01-15 04:18:00,"Boeing still grounded, Air Vanuatu waiting for spare part from Asia"
153,https://vbr.vu/news/yumiwork-digital-hub-promoting-digital-entrepreneurs/,2022-01-12 23:18:00,Yumiwork Digital Hub promoting digital entrepreneurs
154,https://vbr.vu/news/nhc-eyes-first-housing-policy/,2022-01-10 23:42:00,NHC eyes first Housing Policy
155,https://vbr.vu/news/omr-captains-must-be-responsible-in-decision-making/,2022-04-11 00:20:00,OMR: Captains must be responsible in decision making
156,https://vbr.vu/news/statistics-take-over-cattle-counting-from-livestock/,2022-04-11 00:18:00,Statistics take over cattle counting from Livestock
157,https://vbr.vu/news/women-chefs-expanding-horizons/,2022-04-05 21:36:00,Women Chefs Expanding Horizons
158,https://vbr.vu/news/employers-obligations-in-case-of-lockdown/,2022-04-05 21:28:00,Employers’ Obligations in Case of Lockdown
159,https://vbr.vu/news/strengthening-the-voice-of-pacific-fishers/,2022-04-05 21:27:00,Strengthening The Voice of Pacific Fishers
160,https://vbr.vu/news/msg-receives-over-vt10m-from-indonesian-national-police/,2022-03-31 00:16:00,MSG receives over VT10M from Indonesian National Police
161,https://vbr.vu/news/148-businesses-trained-on-safe-business-operations/,2022-03-28 23:20:00,148 businesses trained on Safe Business Operations
162,https://vbr.vu/news/vt10-million-for-essential-market-service/,2022-03-24 22:57:00,VT10 Million For Essential Market Service
163,https://vbr.vu/news/growing-demand-for-kava-in-the-international-market/,2022-03-21 22:06:00,Growing demand for kava in the international market
164,https://vbr.vu/news/po-cruises-australia-sets-course-to-resume-cruising-in-may/,2022-03-21 22:01:00,P&O Cruises Australia Sets Course to Resume Cruising in May
165,https://vbr.vu/news/pacific-vocational-training-centre-receives-tools-worth-vt500-000/,2022-03-21 21:32:00,"Pacific Vocational Training Centre receives tools worth VT500, 000"
166,https://vbr.vu/news/20-vatu-sellers-plead-for-a-little-kindness/,2022-03-21 21:28:00,20 Vatu sellers plead for a little kindness
167,https://vbr.vu/news/vnpf-update-gm-calls-for-members-to-respect-covid-19-protocols/,2022-03-17 22:15:00,VNPF UPDATE- GM calls for members to respect COVID-19 protocols
168,https://vbr.vu/news/no-1-currency-exchange-western-union-continue-to-meet-peoples-demand/,2022-03-17 22:05:00,No 1 Currency Exchange Western Union continue to meet people’s demand
169,https://vbr.vu/news/leon-hardware-donates-to-communities/,2022-03-16 00:49:00,Leon Hardware donates to communities
170,https://vbr.vu/news/vanuatu-kava-an-international-hit/,2022-03-16 00:30:00,Vanuatu Kava an International Hit
171,https://vbr.vu/news/kava-price-gradually-increasing/,2022-03-14 23:54:00,Kava price gradually increasing
172,https://vbr.vu/news/private-health-centers-offering-rapid-antigenic-tests/,2022-03-12 23:19:00,Private Health Centers offering Rapid Antigenic Tests
173,https://vbr.vu/news/pikinini-kona-a-brand-new-tourism-product-amidst-pandemic/,2022-03-10 23:11:00,‘Pikinini Kona’ – a brand new tourism product amidst pandemic
174,https://vbr.vu/news/local-cocoa-producers-encourage-farming-as-a-business/,2022-03-05 22:58:00,Local Cocoa Producers encourage farming as a business
175,https://vbr.vu/news/usp-jica-fisheries-trainings-phase-1-begins/,2022-02-27 23:18:00,USP-JICA Fisheries Trainings Phase 1 begins
176,https://vbr.vu/news/making-a-dream-come-true-with-tvet-2/,2022-02-27 23:16:00,Making A Dream Come True With TVET
177,https://vbr.vu/news/gama-joins-vto-as-new-business-intelligence-manager/,2022-02-23 21:16:00,Gama joins VTO as new Business Intelligence Manager
178,https://vbr.vu/news/auf-providing-options-to-decrease-unemployment/,2022-02-23 21:13:00,AUF providing options to decrease unemployment
179,https://vbr.vu/news/making-a-dream-come-true-with-tvet/,2022-02-21 20:38:00,Making a dream come true with TVET
180,https://vbr.vu/news/transparency-vanuatu-returns-to-vila-suburbs/,2022-02-20 23:31:00,Transparency Vanuatu Returns to Vila suburbs
181,https://vbr.vu/news/fisheries-directorate-moves-to-tongoa/,2022-02-17 23:24:00,Fisheries Directorate moves to Tongoa
182,https://vbr.vu/news/wilco-and-vila-distribution-to-stabilize-cement-price/,2022-02-15 23:28:00,Wilco and Vila Distribution to Stabilize Cement Price
183,https://vbr.vu/news/vfipa-ready-for-mis-development/,2022-02-15 23:20:00,VFIPA ready for MIS development
184,https://vbr.vu/news/markets-struggling-but-intent-on-maintains-sops/,2022-04-26 21:36:00,Markets struggling but intent on maintains SOPs
185,https://vbr.vu/news/vessel-monitoring-app-launched/,2022-04-26 21:29:00,Vessel Monitoring App Launched
186,https://vbr.vu/news/po-cruises-australia-welcomes-return-of-ni-vanuatu-crew/,2022-04-23 21:22:00,P&O Cruises Australia welcomes return of Ni-Vanuatu crew
187,https://vbr.vu/news/vt57-9-million-claim/,2022-04-23 03:10:00,VT57.9 Million Claim
188,https://vbr.vu/news/pikinini-playtime-offers-vt8000-discount-in-2nd-term-tuition/,2022-04-22 00:49:00,"Pikinini playtime offers VT8,000 discount in 2nd term tuition"
