FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
10,KIR-20200925-1,KIR-ADM1-97431129B64900294,Gilbert Islands, , ,KIR-20220801,KIR,Kiribati,Kiribati,0,2,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/KIR/ALL/,geoBoundaries,296,KI,KIR,KIR,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,351.88131,214.230453491,468.241851807,483.750274658,522.467468262,340.169372559,638.98248291,326.677886963,340.510620117,242.377655029,394.777587891,549.926452637,275.81149292,327.775146484,370.015655518,228.412857056,317.538024902,464.844818115,159.107254028,219.330413818,308.424194336,431.93258667,115.403450012,152.377410889
11,KIR-20200925-2,KIR-ADM1-97431129B95465246,Line Islands, , ,KIR-20220801,KIR,Kiribati,Kiribati,0,2,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/KIR/ALL/,geoBoundaries,296,KI,KIR,KIR,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,675.68246,346.609680176,254.570983887,347.928710938,307.20300293,319.11505127,297.929718018,231.504516602,279.174072266,444.730682373,543.24029541,466.092712402,320.607421875,395.813110352,399.490844727,339.843475342,263.652374268,282.207122803,156.076141357,214.761199951,177.357849121,167.451385498,192.494354248,133.930801392
12,KIR-20200925-3,KIR-ADM1-97431129B92433757,Phoenix Islands, , ,KIR-20220801,KIR,Kiribati,Kiribati,0,2,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/KIR/ALL/,geoBoundaries,296,KI,KIR,KIR,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,79.47373,258.106384277,322.698944092,631.411865234,382.855804443,368.742736816,381.740936279,329.128936768,306.055938721,295.38168335,391.415740967,398.927581787,267.43371582,284.315490723,305.844085693,325.198669434,279.117218018,265.19934082,197.429351807,157.93119812,230.973464966,275.896942139,91.9433670044,147.644943237
13,MHL-20200925-01,MHL-ADM1-77969171B78439827,Ailinglaplap, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,15.96907,318.295318604,139.120315552,454.867034912,217.314208984,279.521911621,284.650421143,265.698516846,192.51701355,190.056533813,261.701049805,237.881454468,326.519073486,220.5962677,106.906433105,221.415512085,404.317962646,263.683258057,142.873016357,201.039230347,234.153778076,262.910003662,228.278549194,160.50378418
14,MHL-20200925-02,MHL-ADM1-77969171B1338463,Ailuk, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7.65269,122.095359802,216.144058228,149.865081787,209.896286011,207.224060059,87.1802444458,423.990234375,146.840148926,155.0443573,165.003265381,214.547302246,178.007629395,222.248245239,128.137924194,105.106071472,288.037872314,97.8421630859,88.9508666992,129.826660156,87.0966949463,109.702041626,89.9601211548,107.058624268
15,MHL-20200925-03,MHL-ADM1-77969171B26491534,Arno, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,15.32572,268.885528564,387.743591309,284.152709961,438.266815186,182.913604736,299.04296875,264.961273193,269.032623291,258.168823242,350.960021973,250.331436157,317.646881104,181.554214478,182.001449585,324.317443848,284.670532227,173.893035889,120.746795654,162.444488525,217.451782227,162.201889038,208.019577026,223.290771484
16,MHL-20200925-04,MHL-ADM1-77969171B25861322,Aur, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6.07764,202.685562134,235.711898804,141.079910278,626.853210449,315.47442627,317.522399902,438.571929932,125.162956238,202.840820312,192.740524292,208.732788086,227.37940979,279.305938721,231.501937866,165.267440796,233.184112549,176.293243408,196.246627808,174.772140503,197.787475586,171.338012695,199.310653687,147.653579712
17,MHL-20200925-05,MHL-ADM1-77969171B21482466,Ebon, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,5.23461,273.72845459,583.27520752,374.257873535,250.260238647,277.08505249,261.783752441,339.315948486,163.62677002,302.998016357,280.277130127,361.076324463,273.242370605,326.317169189,627.127441406,388.371246338,139.57598877,196.669616699,432.389038086,189.325897217,344.843170166,185.821060181,258.180847168,210.133392334
18,MHL-20200925-06,MHL-ADM1-77969171B43209426,Enewetak, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.11178,147.22303772,303.227783203,476.026641846,268.301757812,308.725585938,168.450927734,269.551116943,301.141082764,145.818588257,270.418640137,248.620422363,456.24307251,456.596862793,269.284118652,196.933776855,284.445404053,211.283859253,172.170074463,283.065338135,150.962921143,160.944381714,190.918655396,287.041351318
19,MHL-20200925-07,MHL-ADM1-77969171B10775552,Jabat, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,0.55496,174.537689209,104.07888031,341.633209229,258.025268555,276.747467041,220.095550537,236.331375122,120.820198059,103.217468262,166.558319092,185.77331543,293.224121094,157.663604736,95.9166564941,182.457748413,486.395263672,138.702178955,106.905570984,109.166130066,122.065086365,171.222122192,249.01701355,133.523239136
20,MHL-20200925-08,MHL-ADM1-77969171B41198864,Jaluit, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,14.29794,300.161132812,269.766662598,432.138122559,272.149383545,203.484054565,372.921112061,194.691711426,272.725708008,244.601715088,407.666534424,369.458679199,172.253890991,301.785614014,267.035949707,292.413696289,298.666687012,379.117858887,231.256973267,112.338630676,260.5440979,286.098754883,220.882659912,226.412506104
21,MHL-20200925-09,MHL-ADM1-77969171B62167569,Kili, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7.59918,77.2100753784,177.211715698,117.763389587,225.938949585,290.869689941,164.901870728,130.727478027,277.393463135,45.76121521,290.339263916,152.723861694,145.049346924,191.317886353,161.680999756,107.806999207,406.082366943,90.5719604492,90.6257247925,179.468002319,218.7447052,111.777992249,86.7223968506,145.730300903
22,MHL-20200925-10,MHL-ADM1-77969171B66976617,Kwajalein, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,19.80433,134.973632812,144.430587769,214.818145752,260.404663086,231.01776123,282.41897583,214.284591675,204.227249146,173.366897583,199.201858521,210.047225952,178.562545776,256.290222168,273.039855957,416.435058594,342.898834229,230.616043091,141.054794312,623.755310059,166.549209595,168.241653442,106.058074951,103.929718018
23,MHL-20200925-11,MHL-ADM1-77969171B40062504,Lae, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2.12457,81.6874771118,118.091140747,171.008117676,343.890319824,165.279647827,197.080245972,175.990829468,172.125396729,99.6322174072,153.364364624,215.463470459,287.969451904,205.335739136,313.280792236,288.857788086,163.60333252,97.8614883423,106.497871399,115.236038208,141.41242981,126.386863708,86.8441925049,232.476898193
24,MHL-20200925-12,MHL-ADM1-77969171B67344423,Lib, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1.0854,108.906990051,146.786727905,154.465438843,176.296585083,93.3243255615,137.948165894,122.542236328,315.859527588,101.585525513,154.318115234,144.919158936,145.709854126,235.866165161,145.395263672,192.475891113,199.712219238,156.75302124,128.907272339,286.806488037,223.998855591,137.079269409,77.6457901001,110.334602356
25,MHL-20200925-13,MHL-ADM1-77969171B26329739,Likiep, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,10.95489,133.355438232,218.9140625,144.553115845,285.163085938,142.565673828,116.994140625,385.880645752,163.207717896,109.15763092,164.056335449,151.329269409,173.519104004,102.934196472,203.902526855,120.567695618,231.865127563,156.148040771,97.3874664307,205.029495239,148.735519409,124.919494629,148.02130127,148.299209595
26,MHL-20200925-14,MHL-ADM1-77969171B85569707,Majuro, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,13.1207,206.460205078,231.353652954,199.427780151,258.089385986,268.129974365,278.893463135,231.843917847,150.837936401,222.385192871,191.980804443,176.257904053,297.371826172,167.970993042,204.215194702,197.00920105,423.410491943,158.052261353,108.544456482,148.482513428,184.609268188,153.437149048,224.508743286,165.659469604
27,MHL-20200925-15,MHL-ADM1-77969171B613539,Maloelap, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,8.99183,382.131652832,198.530822754,174.031570435,382.034790039,217.845336914,285.075653076,327.407989502,149.148284912,189.182266235,259.723144531,204.160888672,220.952316284,363.681518555,205.069030762,159.302627563,193.146560669,306.270324707,202.44203186,279.514862061,192.435668945,237.297485352,133.581832886,157.788253784
28,MHL-20200925-16,MHL-ADM1-77969171B25256121,Mejit, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,3.60236,91.6923980713,189.926818848,131.339263916,225.62852478,146.378585815,141.226745605,165.018692017,161.096694946,65.4138641357,193.903457642,118.811401367,401.493988037,59.3337135315,141.983459473,89.0151977539,96.4375762939,131.523452759,45.8278274536,109.820480347,89.3979797363,107.039665222,101.247215271,103.366577148
29,MHL-20200925-17,MHL-ADM1-77969171B87618645,Mili, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,14.77477,207.753219604,340.634124756,252.080230713,275.650726318,195.245269775,240.827514648,188.762390137,447.699829102,228.532150269,254.038146973,319.534545898,371.368469238,278.186096191,383.069641113,345.148834229,208.295791626,175.200592041,369.014953613,182.781112671,222.008972168,301.762756348,166.680679321,306.314910889
30,MHL-20200925-18,MHL-ADM1-77969171B84822808,Namdrik, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4.01208,247.975509644,316.636047363,322.711730957,205.812454224,274.070343018,143.416534424,303.273193359,217.504959106,322.013153076,198.350250244,312.741882324,183.896652222,427.204833984,255.674575806,374.320404053,221.157287598,217.646224976,156.607254028,131.188491821,181.785354614,230.534606934,145.512435913,117.905960083
31,MHL-20200925-19,MHL-ADM1-77969171B29136781,Namu, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,5.9404,265.178588867,258.286407471,210.597625732,262.93182373,229.588394165,338.841827393,312.969940186,257.894256592,192.15447998,244.591934204,241.738754272,196.990478516,224.483612061,188.30140686,352.080566406,565.158752441,271.993530273,138.403274536,326.650238037,212.703170776,218.894897461,483.321716309,117.168121338
32,MHL-20200925-20,MHL-ADM1-77969171B39929553,Rongelap, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,13.42408,137.836151123,130.428573608,129.218780518,307.785430908,225.948196411,107.794052124,419.815826416,288.603210449,217.407501221,375.24395752,156.983688354,153.676544189,100.604194641,209.291763306,130.405136108,264.819946289,116.459274292,93.6406478882,122.032348633,255.245834351,70.5855331421,204.370376587,183.601699829
33,MHL-20200925-21,MHL-ADM1-77969171B10326431,Ujae, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2.78886,93.0357208252,162.228683472,248.432769775,489.402282715,149.105300903,130.63911438,275.927612305,261.619049072,107.404304504,229.280670166,192.545120239,319.595062256,134.72517395,364.348571777,257.525695801,266.127868652,133.742355347,118.263526917,172.266418457,155.6118927,114.470275879,93.8744125366,155.162322998
