FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
10,KIR-20200925-1,KIR-ADM1-97431129B64900294,Gilbert Islands, , ,KIR-20220801,KIR,Kiribati,Kiribati,0,2,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/KIR/ALL/,geoBoundaries,296,KI,KIR,KIR,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,351.88131,321.074035645,1045.45092773,3097.75683594,1107.35058594,1875.80944824,1247.11206055,985.327880859,809.050109863,239.930419922,1023.24981689,1114.32971191,459.863555908,1243.25402832,622.023620605,1018.33026123,3122.62011719,1829.97546387,509.794891357,511.151611328,2139.36645508,903.63873291,247.698867798,198.861785889
11,KIR-20200925-2,KIR-ADM1-97431129B95465246,Line Islands, , ,KIR-20220801,KIR,Kiribati,Kiribati,0,2,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/KIR/ALL/,geoBoundaries,296,KI,KIR,KIR,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,675.68246,155.535888672,303.526580811,305.646087646,165.602371216,390.960388184,272.022918701,219.370941162,163.946472168,193.308898926,441.983276367,531.747680664,340.577636719,288.368041992,242.669952393,206.16583252,569.00390625,1235.08093262,179.924865723,185.99105835,319.363189697,96.9868774414,179.585281372,59.5298461914
12,KIR-20200925-3,KIR-ADM1-97431129B92433757,Phoenix Islands, , ,KIR-20220801,KIR,Kiribati,Kiribati,0,2,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/KIR/ALL/,geoBoundaries,296,KI,KIR,KIR,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,79.47373,304.465667725,708.533203125,2029.90466309,1034.85974121,673.900390625,980.985229492,535.349121094,431.630828857,207.927337646,955.321289062,1256.41247559,245.059738159,486.210388184,483.981140137,661.213195801,1986.42565918,1580.41809082,336.938323975,342.537322998,1051.28210449,444.030517578,209.891601562,162.505996704
13,MHL-20200925-01,MHL-ADM1-77969171B78439827,Ailinglaplap, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,15.96907,2533.60351562,2206.18359375,3431.7121582,2514.30664062,3814.97729492,2401.69213867,2612.92700195,2100.28393555,2474.67797852,2429.97949219,2868.25537109,3835.74121094,2310.69921875,1902.52270508,3472.73168945,3425.375,2408.85351562,2233.64501953,3015.65185547,2222.56811523,3170.69140625,2701.43017578,3186.51538086
14,MHL-20200925-02,MHL-ADM1-77969171B1338463,Ailuk, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7.65269,918.139099121,1605.85253906,2219.47558594,1496.89978027,1797.99816895,751.052246094,2330.16870117,1220.1192627,559.69934082,1229.87866211,1141.36584473,1443.93359375,1279.39953613,1016.85803223,1342.07910156,2080.59790039,1263.02209473,677.898071289,1846.40100098,1144.91796875,1228.8984375,1080.2947998,1148.75585938
15,MHL-20200925-03,MHL-ADM1-77969171B26491534,Arno, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,15.32572,2000.42016602,3874.82763672,3991.25854492,3717.24121094,3417.40698242,3195.34863281,2074.6027832,2460.41113281,2721.9362793,2593.55419922,2632.68676758,3716.27441406,2192.27368164,2511.62084961,3324.09448242,3220.82080078,2362.03930664,2499.56665039,3375.12451172,2514.96435547,3348.78564453,3067.38256836,3550.1484375
16,MHL-20200925-04,MHL-ADM1-77969171B25861322,Aur, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6.07764,1467.76037598,1907.39172363,2554.17480469,2982.99658203,2485.98999023,2120.76782227,2762.07641602,1628.04870605,1982.76123047,1736.43334961,1673.70788574,2327.89916992,1749.21960449,2014.82128906,2305.03930664,3565.77807617,1896.66687012,1739.47668457,2531.76782227,1642.39709473,2314.89526367,1810.0300293,1977.01086426
17,MHL-20200925-05,MHL-ADM1-77969171B21482466,Ebon, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,5.23461,2708.98901367,4658.87353516,4197.40966797,4449.74023438,3386.9152832,5227.75732422,3868.78076172,2878.73803711,4312.28271484,3901.67138672,3527.70556641,3916.078125,3918.20483398,4766.71923828,4073.20629883,3892.71557617,2420.44311523,3207.10522461,3206.78613281,4307.72167969,3894.91650391,3395.18847656,3934.81005859
18,MHL-20200925-06,MHL-ADM1-77969171B43209426,Enewetak, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.11178,746.758361816,1366.13208008,2399.10351562,1337.28320312,1902.30273438,1162.93713379,1311.86987305,1090.3828125,535.456359863,1504.93908691,1084.75354004,1807.17321777,1190.68383789,1113.50036621,1500.04882812,2074.95361328,1194.77099609,875.61895752,1554.18359375,1109.76306152,961.52911377,971.306945801,920.688720703
19,MHL-20200925-07,MHL-ADM1-77969171B10775552,Jabat, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,0.55496,2564.1472168,2178.28759766,3341.81225586,2682.53222656,4051.2746582,2383.69067383,2690.43798828,2164.93847656,2315.70043945,2438.03369141,2529.94677734,3906.34033203,2525.6394043,1896.19128418,3446.57055664,4034.59765625,2074.07958984,2191.07641602,3047.35180664,2092.01342773,3077.42236328,2642.47387695,3045.1159668
20,MHL-20200925-08,MHL-ADM1-77969171B41198864,Jaluit, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,14.29794,2756.63305664,3643.12817383,3901.66064453,3123.54614258,3233.27026367,3076.85253906,3013.32885742,2755.38525391,3366.49243164,3503.84375,3207.63964844,3455.79931641,3182.26220703,3206.27978516,3757.39013672,3316.55517578,3270.97094727,3851.04370117,2958.51123047,2637.84765625,4015.29467773,2901.88354492,4072.7578125
21,MHL-20200925-09,MHL-ADM1-77969171B62167569,Kili, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7.59918,627.263183594,1207.13317871,1346.03125,1236.07849121,1496.43676758,786.603881836,967.411499023,804.186218262,302.038909912,1049.28845215,1090.41357422,833.338989258,670.124206543,1154.77355957,930.934326172,1699.46032715,1244.36218262,759.860168457,1693.7142334,1092.94885254,823.966918945,812.469787598,907.796630859
22,MHL-20200925-10,MHL-ADM1-77969171B66976617,Kwajalein, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,19.80433,1202.30041504,1401.04211426,2281.99243164,2095.66162109,2012.46118164,1318.80383301,2017.19665527,1295.18884277,867.290466309,1260.31787109,1603.83374023,1653.60388184,1527.26208496,1556.66040039,2190.578125,2994.29052734,1525.32763672,1225.26293945,2191.94384766,1662.40148926,1653.47912598,1264.70605469,1511.56652832
23,MHL-20200925-11,MHL-ADM1-77969171B40062504,Lae, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2.12457,1137.98669434,1825.87805176,2304.29882812,2960.77758789,1958.69897461,1366.1418457,2194.64282227,1590.92785645,1219.64135742,1831.6920166,2229.56201172,2617.90600586,2287.34448242,2374.55932617,2657.96362305,3084.34301758,1735.79614258,1689.25671387,2655.97192383,2110.74853516,1797.01525879,1637.91381836,2311.17822266
24,MHL-20200925-12,MHL-ADM1-77969171B67344423,Lib, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1.0854,1583.71289062,1970.42150879,2165.75024414,2448.71948242,2266.02978516,1762.76672363,2274.21728516,2233.54223633,1658.25927734,2071.10571289,2217.99389648,2473.67944336,2616.99267578,1772.68395996,2990.86547852,3220.18774414,1934.81896973,2163.43701172,3433.44995117,2325.0378418,2409.67724609,1790.65039062,2552.64135742
25,MHL-20200925-13,MHL-ADM1-77969171B26329739,Likiep, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,10.95489,1043.61791992,1418.19482422,1873.03967285,1389.16210938,1673.64257812,773.775390625,2306.01708984,1289.06225586,846.566955566,1263.62573242,1222.73486328,1589.07397461,1205.63220215,1033.05932617,1438.5592041,2307.74731445,1477.77770996,1019.28564453,2307.81835938,1209.76318359,1246.99401855,1248.66625977,1405.55908203
26,MHL-20200925-14,MHL-ADM1-77969171B85569707,Majuro, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,13.1207,1941.15698242,3423.86523438,3559.09350586,3467.30151367,3587.15551758,3277.21972656,2021.75097656,2266.54931641,2719.08105469,2388.36547852,2636.44775391,3430.41479492,2212.45336914,2483.08056641,3404.34350586,3479.29638672,2368.67285156,2448.53662109,2852.75683594,2411.77001953,3198.42675781,2982.85913086,3608.67285156
27,MHL-20200925-15,MHL-ADM1-77969171B613539,Maloelap, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,8.99183,1412.15368652,1877.44946289,2302.33154297,2226.37011719,2026.70715332,1182.00549316,2740.27685547,1237.64477539,1847.75866699,1453.50646973,1456.32495117,1730.1204834,1705.95239258,1550.64489746,1924.63342285,3006.03808594,1878.54711914,1741.24377441,2289.72387695,1650.29260254,2225.75439453,1666.88757324,1923.0958252
28,MHL-20200925-16,MHL-ADM1-77969171B25256121,Mejit, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,3.60236,950.427246094,1456.4822998,2544.04418945,1776.2208252,1885.73583984,1054.47705078,1577.35510254,1143.51635742,553.847229004,1189.15270996,1108.1262207,1579.49963379,1111.86340332,1578.03430176,1385.32263184,2415.75292969,1352.79272461,922.459533691,2101.703125,1245.95043945,1406.42150879,1223.25036621,1305.76721191
29,MHL-20200925-17,MHL-ADM1-77969171B87618645,Mili, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,14.77477,2324.53930664,3387.49389648,3569.3815918,4050.14550781,3132.51220703,3957.09277344,2857.9609375,3746.421875,3156.62158203,2831.89477539,3073.98120117,4629.3515625,2785.07421875,3672.35449219,3978.01708984,3558.2277832,2748.78491211,3539.49072266,3674.73974609,3094.71533203,4046.24755859,3430.45825195,4282.51367188
30,MHL-20200925-18,MHL-ADM1-77969171B84822808,Namdrik, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4.01208,2470.17114258,4678.80908203,4594.24414062,3262.88989258,3701.87158203,3729.10742188,3642.84033203,3084.12182617,3641.35327148,3805.18017578,3399.65136719,4347.95263672,3956.49414062,3616.39672852,4483.37402344,4063.62670898,2988.92871094,3608.3059082,3190.72143555,3039.50756836,4568.27294922,3202.97265625,4502.06689453
31,MHL-20200925-19,MHL-ADM1-77969171B29136781,Namu, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,5.9404,1639.68103027,2054.81518555,2321.88525391,2475.64916992,2512.83642578,2153.15625,2404.1171875,1896.24169922,1824.68347168,1790.24658203,2435.87890625,2791.26513672,2348.76879883,1651.09899902,3189.69067383,3638.15332031,1866.3515625,2000.96228027,2882.46484375,2075.58276367,2558.89257812,2126.41064453,2438.64648438
32,MHL-20200925-20,MHL-ADM1-77969171B39929553,Rongelap, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,13.42408,783.729370117,991.123291016,1339.63720703,1326.51318359,1627.8104248,735.215698242,1159.13635254,762.139587402,383.300537109,1156.47705078,1136.70373535,933.459411621,615.751953125,893.248474121,931.612304688,1543.39831543,1076.61950684,686.018066406,1650.34619141,1042.30334473,662.285217285,1023.57720947,994.812194824
