FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
15,MHL-20200925-03,MHL-ADM1-77969171B26491534,Arno, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,15.32572,82.0,115.0,116.0,113.0,112.0,102.0,84.0,92.0,109.0,101.0,99.0,120.0,84.0,85.0,128.0,114.0,100.0,108.0,142.0,95.0,124.0,124.0,128.0
16,MHL-20200925-04,MHL-ADM1-77969171B25861322,Aur, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6.07764,61.0,68.0,94.0,83.0,92.0,61.0,85.0,67.0,76.0,55.0,74.0,93.0,72.0,67.0,86.0,109.0,69.0,70.0,106.0,65.0,92.0,76.0,86.0
17,MHL-20200925-05,MHL-ADM1-77969171B21482466,Ebon, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,5.23461,75.0,148.0,130.0,112.0,122.0,158.0,121.0,113.0,131.0,133.0,114.0,126.0,127.0,130.0,128.0,141.0,91.0,128.0,128.0,124.0,145.0,129.0,139.0
18,MHL-20200925-06,MHL-ADM1-77969171B43209426,Enewetak, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.11178,37.0,45.0,62.0,52.0,65.0,43.0,50.0,40.0,24.0,39.0,45.0,44.0,37.0,49.0,54.0,72.0,50.0,38.0,67.0,45.0,42.0,45.0,43.0
19,MHL-20200925-07,MHL-ADM1-77969171B10775552,Jabat, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,0.55496,83.0,102.0,108.0,92.0,111.0,82.0,98.0,81.0,97.0,79.0,96.0,125.0,96.0,88.0,114.0,112.0,97.0,106.0,123.0,78.0,105.0,95.0,134.0
20,MHL-20200925-08,MHL-ADM1-77969171B41198864,Jaluit, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,14.29794,81.0,129.0,134.0,116.0,119.0,116.0,113.0,93.0,129.0,112.0,106.0,131.0,109.0,113.0,123.0,116.0,100.0,136.0,123.0,103.0,152.0,133.0,160.0
21,MHL-20200925-09,MHL-ADM1-77969171B62167569,Kili, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7.59918,26.0,47.0,54.0,49.0,66.0,32.0,30.0,36.0,11.0,30.0,44.0,40.0,33.0,43.0,44.0,53.0,51.0,31.0,64.0,46.0,30.0,37.0,41.0
22,MHL-20200925-10,MHL-ADM1-77969171B66976617,Kwajalein, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,19.80433,53.0,55.0,73.0,74.0,83.0,51.0,67.0,55.0,43.0,52.0,60.0,63.0,56.0,51.0,77.0,84.0,61.0,59.0,87.0,62.0,58.0,58.0,77.0
23,MHL-20200925-11,MHL-ADM1-77969171B40062504,Lae, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2.12457,54.0,79.0,91.0,93.0,88.0,57.0,80.0,66.0,58.0,71.0,80.0,89.0,67.0,64.0,91.0,94.0,77.0,74.0,113.0,64.0,79.0,73.0,91.0
24,MHL-20200925-12,MHL-ADM1-77969171B67344423,Lib, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1.0854,62.0,77.0,93.0,86.0,100.0,68.0,96.0,68.0,76.0,78.0,91.0,100.0,69.0,71.0,106.0,101.0,81.0,81.0,112.0,74.0,98.0,77.0,116.0
25,MHL-20200925-13,MHL-ADM1-77969171B26329739,Likiep, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,10.95489,45.0,52.0,83.0,60.0,67.0,30.0,58.0,48.0,33.0,38.0,44.0,64.0,50.0,43.0,63.0,78.0,60.0,46.0,88.0,54.0,46.0,57.0,66.0
26,MHL-20200925-14,MHL-ADM1-77969171B85569707,Majuro, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,13.1207,82.0,108.0,114.0,106.0,112.0,97.0,79.0,86.0,105.0,95.0,97.0,114.0,80.0,100.0,123.0,115.0,98.0,101.0,122.0,93.0,121.0,121.0,132.0
27,MHL-20200925-15,MHL-ADM1-77969171B613539,Maloelap, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,8.99183,59.0,64.0,77.0,80.0,84.0,50.0,77.0,59.0,63.0,52.0,56.0,78.0,63.0,62.0,86.0,97.0,69.0,61.0,100.0,59.0,80.0,66.0,85.0
28,MHL-20200925-16,MHL-ADM1-77969171B25256121,Mejit, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,3.60236,49.0,55.0,87.0,62.0,69.0,39.0,57.0,42.0,28.0,38.0,40.0,49.0,55.0,53.0,64.0,79.0,67.0,49.0,84.0,56.0,48.0,48.0,67.0
29,MHL-20200925-17,MHL-ADM1-77969171B87618645,Mili, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,14.77477,77.0,128.0,116.0,126.0,119.0,134.0,106.0,115.0,119.0,110.0,93.0,133.0,106.0,123.0,136.0,118.0,99.0,134.0,135.0,109.0,135.0,139.0,150.0
30,MHL-20200925-18,MHL-ADM1-77969171B84822808,Namdrik, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4.01208,83.0,151.0,143.0,110.0,126.0,133.0,118.0,95.0,133.0,121.0,109.0,149.0,129.0,119.0,127.0,128.0,98.0,148.0,130.0,112.0,145.0,128.0,181.0
31,MHL-20200925-19,MHL-ADM1-77969171B29136781,Namu, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,5.9404,65.0,80.0,88.0,88.0,96.0,66.0,87.0,72.0,86.0,63.0,88.0,112.0,67.0,72.0,97.0,96.0,87.0,78.0,119.0,75.0,94.0,80.0,109.0
32,MHL-20200925-20,MHL-ADM1-77969171B39929553,Rongelap, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,13.42408,31.0,42.0,61.0,47.0,64.0,31.0,41.0,38.0,14.0,35.0,36.0,40.0,32.0,32.0,42.0,59.0,49.0,33.0,69.0,46.0,31.0,36.0,46.0
33,MHL-20200925-21,MHL-ADM1-77969171B10326431,Ujae, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2.78886,49.0,71.0,89.0,94.0,87.0,62.0,79.0,58.0,52.0,62.0,66.0,77.0,61.0,63.0,83.0,90.0,66.0,72.0,107.0,58.0,63.0,62.0,91.0
34,MHL-20200925-22,MHL-ADM1-77969171B67382439,Utirik, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.9088,25.0,27.0,38.0,41.0,43.0,28.0,26.0,26.0,9.0,24.0,18.0,26.0,20.0,30.0,28.0,37.0,41.0,13.0,42.0,35.0,10.0,33.0,35.0
35,MHL-20200925-23,MHL-ADM1-77969171B50003833,Wotho, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,5.48962,52.0,44.0,78.0,74.0,73.0,48.0,51.0,48.0,30.0,48.0,47.0,54.0,53.0,57.0,62.0,75.0,62.0,53.0,95.0,58.0,49.0,49.0,70.0
36,MHL-20200925-24,MHL-ADM1-77969171B27782676,Wotje, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,11.29438,51.0,67.0,78.0,69.0,73.0,38.0,63.0,48.0,47.0,40.0,56.0,75.0,49.0,51.0,76.0,87.0,61.0,49.0,93.0,59.0,58.0,57.0,74.0
37,NCL-20220801, , , , ,NCL-20220801,NCL,New Caledonia (Fr.),New Caledonia,0,0, , , ,,, , , , , ,540,NC,NCL,FRA,54,Melanesia,54,Melanesia,9,Oceania,3,Non-self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,21479.53603,7.0,12.0,14.0,18.0,15.0,21.0,22.0,17.0,33.0,23.0,21.0,34.0,23.0,16.0,27.0,20.0,21.0,21.0,29.0,8.0,16.0,32.0,44.0
38,NIU-20201217-01,NIU-ADM1-93272968B5024039,Alofi North, , ,NIU-20220801,NIU,Niue (NZ),Niue,0,1,en, , ,1/1/20 0:00,17/12/2020 00:00:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 International (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/NIU/ALL/,geoBoundaries,570,NU,NIU,NZL,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,30.13291,45.0,90.0,53.0,57.0,66.0,85.0,79.0,97.0,99.0,81.0,79.0,80.0,71.0,73.0,58.0,67.0,68.0,90.0,76.0,89.0,93.0,85.0,86.0
39,NIU-20201217-02,NIU-ADM1-93272968B27071451,Alofi South, , ,NIU-20220801,NIU,Niue (NZ),Niue,0,1,en, , ,1/1/20 0:00,17/12/2020 00:00:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 International (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/NIU/ALL/,geoBoundaries,570,NU,NIU,NZL,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,22.31057,45.0,90.0,53.0,57.0,66.0,85.0,79.0,97.0,99.0,81.0,79.0,80.0,71.0,73.0,58.0,67.0,68.0,90.0,76.0,89.0,93.0,85.0,86.0
