FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
17,MHL-20200925-05,MHL-ADM1-77969171B21482466,Ebon, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,5.23461,8.0,8.0,7.39534883721,10.6162790698,10.7441860465,12.8720930233,9.77906976744,8.76744186047,7.38372093023,9.22093023256,22.488372093,17.7906976744,11.1511627907,9.0,11.3837209302,9.94186046512,10.9651162791,7.39534883721,7.90697674419,11.1627906977,9.5,7.59302325581,6.0
18,MHL-20200925-06,MHL-ADM1-77969171B43209426,Enewetak, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.11178,13.9933774834,17.1456953642,26.9602649007,27.6291390728,17.9205298013,17.2649006623,24.3774834437,19.1655629139,29.4039735099,37.2052980132,26.940397351,20.9801324503,24.5960264901,23.1655629139,19.7417218543,26.1125827815,37.357615894,24.9470198675,28.8940397351,38.3509933775,24.9337748344,35.1523178808,37.0264900662
19,MHL-20200925-07,MHL-ADM1-77969171B10775552,Jabat, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,0.55496,8.0,11.0,8.0,15.0,11.0,10.0,13.0,16.0,12.0,20.0,10.0,11.0,12.0,22.0,18.0,11.0,19.0,13.0,7.0,24.0,13.0,11.0,15.0
20,MHL-20200925-08,MHL-ADM1-77969171B41198864,Jaluit, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,14.29794,6.53913043478,11.0,8.8652173913,10.5739130435,11.1608695652,13.1217391304,9.43043478261,12.6782608696,10.9,17.747826087,21.147826087,10.5260869565,11.5391304348,12.4173913043,9.19565217391,12.3565217391,17.5869565217,5.75652173913,7.74782608696,14.0304347826,10.2304347826,8.08695652174,9.67391304348
21,MHL-20200925-09,MHL-ADM1-77969171B62167569,Kili, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7.59918,16.640625,17.8203125,19.5859375,21.2734375,20.59375,26.703125,48.4453125,18.7421875,26.109375,24.6484375,36.1171875,31.140625,21.859375,24.59375,40.3046875,16.1328125,40.0546875,71.0703125,17.21875,33.015625,26.171875,24.9765625,50.8515625
22,MHL-20200925-10,MHL-ADM1-77969171B66976617,Kwajalein, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,19.80433,11.2798742138,17.6257861635,19.141509434,21.2578616352,16.1352201258,16.7578616352,20.7327044025,27.8050314465,15.4685534591,16.6163522013,19.6132075472,13.7389937107,22.5566037736,28.7893081761,14.1855345912,20.1603773585,40.4119496855,15.6383647799,11.358490566,29.5786163522,15.8993710692,16.6006289308,23.6572327044
23,MHL-20200925-11,MHL-ADM1-77969171B40062504,Lae, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2.12457,13.0,14.0,19.0,11.0,12.0,17.0,16.0,23.0,17.0,20.0,17.0,12.0,19.0,22.0,21.0,15.0,44.0,13.0,9.0,31.0,22.0,15.0,21.0
24,MHL-20200925-12,MHL-ADM1-77969171B67344423,Lib, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1.0854,10.0,14.0,23.0,13.0,10.0,15.0,13.0,16.0,13.0,22.0,18.0,15.0,23.0,23.0,21.0,14.0,38.0,10.0,8.0,30.0,11.0,18.0,34.0
25,MHL-20200925-13,MHL-ADM1-77969171B26329739,Likiep, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,10.95489,10.5659340659,18.1483516484,12.4065934066,30.5604395604,22.0,17.6868131868,33.5659340659,30.6923076923,20.4120879121,27.6648351648,20.1208791209,16.2362637363,23.0384615385,32.8241758242,18.9175824176,31.8956043956,51.3681318681,19.3626373626,11.8956043956,31.4285714286,17.6923076923,31.6043956044,28.3901098901
26,MHL-20200925-14,MHL-ADM1-77969171B85569707,Majuro, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,13.1207,8.2523364486,12.4719626168,11.6635514019,16.2710280374,10.7476635514,12.3785046729,17.6588785047,12.1588785047,13.1261682243,9.78037383178,24.3691588785,10.4158878505,11.3785046729,10.0700934579,11.3411214953,14.7943925234,37.9158878505,9.04672897196,6.06542056075,17.6028037383,13.2242990654,12.5514018692,9.06074766355
27,MHL-20200925-15,MHL-ADM1-77969171B613539,Maloelap, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,8.99183,9.67567567568,18.9864864865,15.9864864865,24.4189189189,13.6486486486,18.6756756757,22.0405405405,25.9662162162,13.2837837838,20.5810810811,14.7635135135,21.1959459459,15.6013513514,19.0,26.7162162162,16.7905405405,33.9189189189,14.8378378378,10.7702702703,32.222972973,13.0337837838,16.6486486486,32.8310810811
28,MHL-20200925-16,MHL-ADM1-77969171B25256121,Mejit, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,3.60236,7.0,13.0,14.0,29.0,25.0,23.0,24.0,23.0,18.0,37.0,22.0,16.0,22.0,36.0,24.0,19.0,47.0,39.0,13.0,28.0,14.0,22.0,25.0
29,MHL-20200925-17,MHL-ADM1-77969171B87618645,Mili, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,14.77477,7.6976744186,9.18992248062,7.2015503876,8.37596899225,9.03488372093,10.503875969,11.1395348837,10.4108527132,13.8798449612,10.7325581395,15.0387596899,10.7054263566,11.5348837209,7.67829457364,8.15891472868,10.980620155,14.7906976744,8.45736434109,7.19379844961,10.8372093023,9.0,7.68992248062,7.98449612403
30,MHL-20200925-18,MHL-ADM1-77969171B84822808,Namdrik, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4.01208,8.0,11.0,10.8,12.1384615385,9.0,10.0,9.0,9.12307692308,11.0,13.0769230769,21.4923076923,8.0,8.84615384615,9.0,8.49230769231,15.0,16.0769230769,5.27692307692,5.29230769231,13.0,10.0,8.15384615385,7.38461538462
31,MHL-20200925-19,MHL-ADM1-77969171B29136781,Namu, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,5.9404,9.37634408602,14.6774193548,15.8602150538,18.9569892473,12.7096774194,16.0752688172,11.9892473118,14.1290322581,12.8924731183,16.5161290323,17.5376344086,12.7634408602,15.0430107527,20.8064516129,19.6129032258,10.752688172,25.5483870968,10.1290322581,8.1935483871,18.9677419355,12.7634408602,14.8172043011,19.0215053763
32,MHL-20200925-20,MHL-ADM1-77969171B39929553,Rongelap, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,13.42408,16.7453703704,17.9722222222,22.537037037,28.1527777778,15.7222222222,27.2361111111,28.0416666667,25.3888888889,35.6111111111,58.712962963,31.1111111111,27.962962963,26.0555555556,32.1666666667,44.0601851852,25.0740740741,39.8148148148,34.6342592593,19.9351851852,35.5925925926,25.8148148148,26.6712962963,53.4259259259
33,MHL-20200925-21,MHL-ADM1-77969171B10326431,Ujae, , ,MHL-20220801,MHL,Marshall Islands,Marshall Islands,0,1,en, , ,1/1/17 0:00,25/09/2020 00:00:00,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,https://www.geoboundaries.org/api/current/gbOpen/MHL/ALL/,geoBoundaries,584,MH,MHL,MHL,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,2.78886,10.9782608696,12.6304347826,22.9130434783,15.5,25.3695652174,14.7608695652,17.8695652174,18.652173913,17.0,17.9782608696,17.6739130435,14.6956521739,19.9565217391,19.652173913,14.0,13.3695652174,41.0217391304,11.7608695652,10.1304347826,31.152173913,16.2608695652,19.8695652174,22.8043478261
